length,homogeneity,completeness,v_measure,rmse
2,1.0000000000000002,0.5754525531057847,0.7305234955776488,2.0
3,0.9999999999999996,0.9555594841146507,0.9772747818481884,2.0
4,1.0,0.9578671655821988,0.9784802385174723,1.0
5,1.0000000000000002,0.9242223123283397,0.9606190577948512,2.0
6,0.9095046017037378,0.9114183091675169,0.9104604498257152,1.0
7,0.9341848772732658,0.9086215325823042,0.9212258980255803,2.0
8,0.7910012033535894,0.8598276395990156,0.8239796639160416,0.0
9,0.9188998980943608,0.9595942369880003,0.9388062811721781,0.0
10,0.7211780156321825,0.986671968552378,0.8332888004800393,3.0
11,0.9181699536710817,0.9328031785729957,0.9254287232319125,0.0
12,0.8333427365957683,0.878053134652755,0.8551139036863572,2.0
13,0.8839611615122692,0.9041683834065595,0.8939505939822884,2.0
14,0.8733472518529876,0.9702983144125521,0.9192736194802169,1.0
15,0.8490328467258428,0.9373149438273338,0.890992425153622,2.0
16,0.9466469160235874,0.9441786390106927,0.945411166477085,1.0
17,0.8430613778028069,0.9039368397411456,0.872438483228976,1.0
18,0.8035409663589413,0.8975883198071402,0.8479649274816051,1.0
19,0.8350352133002304,0.8928862828266023,0.8629923168433503,1.0
20,0.7959365095400497,0.8979471495416864,0.8438701396353214,2.0
21,0.8769708926492119,0.9355623320801739,0.9053196071656282,1.0
22,0.7953259850267218,0.8880226236647316,0.839122050234362,2.0
23,0.829668252239693,0.9297596844233914,0.8768669364674282,2.0
24,0.8458332414045238,0.9541087866558504,0.8967143553387664,4.0
25,0.8513757570606504,0.9386119786293481,0.8928681107233591,4.0
26,0.7835945408324376,0.9362791250453877,0.8531594216909817,4.0
27,0.7981141052733783,0.9045702244889124,0.8480142123298893,3.0
28,0.8338326595434272,0.9445166771785768,0.8857301955831056,5.0
29,0.7914601296677134,0.9003506501305863,0.8424011134196936,5.0
30,0.8189092153668608,0.9147996633157078,0.8642026163850515,6.0
31,0.7954348071381946,0.9134677654221799,0.8503750506114693,6.0
32,0.796380154681777,0.9143597617084553,0.8513017805776968,7.0
33,0.7876133359776836,0.9140782308049554,0.8461465270936841,7.0
2,1.0,1.0,1.0,0.0
3,0.39529212081279824,0.1983142908034837,0.26412139446320254,0.0
4,0.9524208729457773,0.9570987065949429,0.9547540600234949,0.0
5,1.0,0.8940428699796292,0.9440576917767916,2.0
6,0.5822273417972098,0.8180370273511414,0.6802765740815426,0.0
7,0.9901388122932794,0.944365711042142,0.9667107336503623,3.0
8,0.9773776591158442,0.918545020712075,0.9470485180519777,1.0
9,0.9852934665344095,0.9741091034313629,0.979669364544499,2.0
10,0.8367858934858362,0.8672502863417333,0.8517457719773861,1.0
11,0.9319317220145951,0.9238152136461757,0.9278557181828367,2.0
12,0.8294294000442389,0.9203579966018341,0.8725311228216409,2.0
13,0.7520821427220679,0.9277198660931517,0.8307187883758718,4.0
14,0.8806586200942284,0.8689340931095066,0.8747570718780635,1.0
15,0.8666629756792575,0.9473978083520853,0.9052338388725555,1.0
16,0.8438244315865382,0.9103234332618111,0.875813457947529,2.0
17,0.8577675208115302,0.8790535976885121,0.8682801206389327,1.0
18,0.8808041374696364,0.9423874187469675,0.9105557062299654,1.0
19,0.7697541391413378,0.9478365907058628,0.849563433531524,3.0
20,0.90416883784653,0.9542591412072479,0.9285389462862985,1.0
21,0.8437576935871532,0.9239976448223335,0.8820565886416329,2.0
22,0.9235200854676777,0.9532864971882273,0.938167241626586,0.0
23,0.8666027644792138,0.9369465933260253,0.900402868856109,3.0
24,0.7954885653493107,0.9255870211163368,0.8556206331946284,3.0
25,0.7660519558588322,0.9248636903077092,0.8379999800336072,3.0
26,0.8009134895939962,0.9223497729771563,0.8573528970833764,5.0
27,0.7763667406455574,0.9603050297299387,0.8585950421659334,6.0
28,0.8113972964694683,0.9379894241688365,0.8701130217906863,5.0
29,0.7920671031392555,0.9132786287752729,0.8483651664474069,5.0
30,0.8172282726503173,0.9354138834789663,0.8723362832911927,7.0
31,0.8051626763584796,0.9116285852280994,0.8550944170682853,5.0
32,0.7897341504842856,0.913898356736889,0.8472915835162471,6.0
2,1.0,1.0,1.0,0.0
3,1.0,0.9671900086086895,0.9833213918087579,1.0
4,0.899360771157142,1.0,0.9470141584626148,1.0
5,0.8715761807908959,0.9235982657451541,0.8968334532574809,0.0
6,0.45427058980991264,0.9751840224930299,0.6198132032431792,2.0
7,0.734996536013137,0.7986574439055151,0.7655057299988827,4.0
8,0.9676912766251983,0.9999999999999999,0.9835803899937927,1.0
9,0.8707899891867575,0.9003562900994201,0.8853263598711746,2.0
10,0.737558310132417,0.9301860017202953,0.8227477205729373,2.0
11,0.9382241278741184,0.9923401305361996,0.9645236613812147,1.0
12,0.8856629210549917,0.8891535886139231,0.887404822152842,0.0
13,0.8767151685304185,0.9604562814172906,0.9166772003264323,2.0
14,0.8839225705358171,0.9123259089758826,0.8978996746013785,1.0
15,0.8717144266675889,0.9512617211773347,0.909752513072886,3.0
16,0.6875439899801381,0.8362730580359895,0.7546503247007516,3.0
17,0.6921698561035148,0.9293640080239484,0.7934188313086703,4.0
18,0.8901922022302435,0.9437412745146392,0.916184947980674,1.0
19,0.8703900894280291,0.9500411526464645,0.9084730965943579,1.0
20,0.8364453508397562,0.9158599987851924,0.8743531350491427,0.0
21,0.8430526674299637,0.92761610959354,0.883315101832237,2.0
22,0.8475918114859785,0.9105558696492091,0.8779463833400466,2.0
23,0.8944695323118954,0.9511792881794309,0.9219531728859743,2.0
24,0.830901566861562,0.9406222447293615,0.8823640888784658,2.0
25,0.8128486777150247,0.9244645504946826,0.8650711630606562,4.0
26,0.7571533156080914,0.8731311110162057,0.8110169058479848,5.0
27,0.7541420981011382,0.9378774057285929,0.8360339025843627,7.0
28,0.7843533420340154,0.8963992153360905,0.8366415594757993,6.0
29,0.7869118531521625,0.9091187853821617,0.8436125290268945,6.0
30,0.7966351491918185,0.9219539589188751,0.8547254560675587,6.0
31,0.7926973781381507,0.9142040642193937,0.8491259621750964,6.0
32,0.7690412250906821,0.9052342338595252,0.8315984570876493,7.0
2,0.9999999999999996,0.4828950703608686,0.6512869049370487,2.0
3,0.7689923828896561,0.7653677684847371,0.7671757944793027,0.0
4,0.9999999999999998,0.9347679659248157,0.966284311491583,1.0
5,1.0000000000000002,0.7632555976119554,0.8657344954930661,1.0
6,0.9332549327200117,0.9442580904472101,0.9387242696022036,0.0
7,0.885889102365951,0.958082383561061,0.9205725242967607,0.0
8,0.9184449291195063,0.92831296606028,0.923352582966431,0.0
9,0.7782945320766846,0.9001044338125656,0.8347793026232425,1.0
10,0.8424345411449856,0.9543273861559272,0.8948969158825225,2.0
11,0.7258038730006965,0.963552993971909,0.8279487993788928,2.0
12,0.7297029422689438,0.9137899730108531,0.8114366976852584,1.0
13,0.8076673540588647,0.8869978684700164,0.8454758048483194,0.0
14,0.6115574689675346,0.947219271107715,0.7432482216381322,6.0
15,0.8783215076009051,0.9718660315042342,0.9227289882081519,3.0
16,0.9245269704313157,0.94650272913692,0.935385794117391,2.0
17,0.951423213399932,0.94814219168618,0.9497798689729516,0.0
18,0.8430275795969129,0.8860475254193959,0.8640023774503445,1.0
19,0.8442369149603283,0.968895370573527,0.9022808154690102,2.0
20,0.9026679554861151,0.9432790735420932,0.9225267890978757,1.0
21,0.8361387782276077,0.9242462743163965,0.8779876305715366,1.0
22,0.7969567013739416,0.949435173378956,0.8665394461384001,4.0
23,0.8276599966855566,0.933831368101996,0.8775460186503757,2.0
24,0.8239347986372161,0.9439192572274311,0.879855348413466,3.0
25,0.8146906133853827,0.886109473489518,0.8489005569257975,3.0
26,0.8660869202562983,0.9425319650897006,0.9026938881393911,1.0
27,0.8016100511520733,0.9348416928950374,0.8631146817983221,4.0
28,0.82306682754173,0.9194551786551782,0.8685951216354572,6.0
29,0.763455735921878,0.9075576967755965,0.8292933087496236,7.0
30,0.8079868583405336,0.9147925410517296,0.858078929360873,5.0
31,0.794693974497454,0.911519182732999,0.8491070404504194,6.0
32,0.7870335108115514,0.9138058768094633,0.8456951933968653,7.0
2,1.0,1.0,1.0,0.0
3,0.2511182034455546,0.9999999999999998,0.40143002116663323,1.0
4,1.0,0.9619753941023773,0.9806192238639062,1.0
5,0.7886310569923491,1.0000000000000007,0.881826415692974,2.0
6,0.752964811778224,0.673711209511367,0.711136693254392,1.0
7,0.9999999999999998,0.8850411351720172,0.9390151956458539,4.0
8,0.9207135180545528,0.8335608987716039,0.8749723307362949,3.0
9,0.7490868317696945,0.9892866084382629,0.8525919161978835,2.0
10,0.7277518610304813,0.9220197674953403,0.8134478616306541,0.0
11,0.6501302653563619,0.81202262475474,0.722113929504396,0.0
12,0.9314525289081861,0.9521818132325942,0.9417031087975304,1.0
13,0.8146449327356142,0.9142001397663886,0.8615561026403261,0.0
14,0.8117050243479352,0.9089780140685554,0.8575920196438469,0.0
15,0.7667146612208136,0.8593501438962777,0.8103937215467214,3.0
16,0.7735519818719272,0.94661184687801,0.851376430520652,3.0
17,0.9476428799408063,0.9307463916021645,0.9391186421203016,1.0
18,0.7757543396304419,0.9099590664967232,0.8375144815899359,5.0
19,0.7380850684528122,0.9529627984276152,0.8318719133692795,4.0
20,0.816578844419807,0.906779846647482,0.8593187746191131,1.0
21,0.7962375986493847,0.92992372018796,0.8579038607912808,4.0
22,0.9276463113224147,0.9451187258891085,0.9363010120460159,1.0
23,0.8487351877690469,0.9425032413096077,0.8931649215423564,2.0
24,0.7287820727285129,0.9581397812935113,0.8278689307508523,7.0
25,0.8288235695915842,0.9065604319922306,0.8659508818895834,3.0
26,0.7952566149974146,0.9272927512758962,0.8562142936857956,4.0
27,0.8688581573729621,0.9352833280329677,0.9008479164077705,3.0
28,0.7755163405123395,0.8794517594463629,0.8242203703624267,6.0
29,0.7940964124130167,0.9096115278694249,0.8479378817133253,4.0
30,0.8124341842267069,0.9192734807415938,0.8625580581711099,6.0
31,0.7471058352279237,0.8944586574227664,0.8141687826734466,7.0
32,0.807132363780053,0.9121234624727503,0.8564221276242158,7.0
2,1.0,1.0,1.0,0.0
3,0.7045435205040227,0.4176496830118744,0.524423739307394,0.0
4,1.0,0.9738820418401672,0.9867682274795488,1.0
5,1.0,0.9696286180483272,0.9845801479155155,1.0
6,1.0,0.9447125584552928,0.9715703787151853,1.0
7,0.9999999999999997,0.9810485868699682,0.9904336454665278,2.0
8,0.9777532584023566,0.9241726232513109,0.9502082099272539,2.0
9,0.9909506660929761,0.9314716359373845,0.960291021493037,1.0
10,0.803949328321623,0.9528355535557823,0.8720834419562012,2.0
11,0.9119233761218197,0.9070334864876136,0.9094718585758286,0.0
12,0.82412701261949,0.9336866875736097,0.8754925740629935,0.0
13,0.883478191133642,0.9043390724641577,0.8937869257446105,2.0
14,0.843275452190245,0.9807773587040068,0.9068437774601518,1.0
15,0.8130204806015366,0.8992956109208798,0.8539845574232573,1.0
16,0.6623172860511515,0.947247715521726,0.7795628453022082,5.0
17,0.8545349504575541,0.915774173295343,0.8840953563502899,3.0
18,0.8919239737493857,0.9206361191850148,0.9060526368219337,1.0
19,0.8147209039978328,0.9262903693948031,0.8669307759819731,1.0
20,0.7744824752049373,0.9445539436430814,0.8511052682961857,4.0
21,0.7595812719511646,0.9527977215373886,0.8452886983425602,5.0
22,0.8185649993122919,0.881542157080447,0.8488871451319472,3.0
23,0.8429637933782492,0.9331121990331397,0.8857501619359781,4.0
24,0.8570966920492139,0.9188232362914653,0.8868872338621521,1.0
25,0.7902080343038745,0.9179877893846589,0.8493186981317403,4.0
26,0.8318018562478149,0.920070541880786,0.87371247521555,3.0
27,0.7473600814833179,0.8999119703284052,0.8165722021845132,7.0
28,0.789996354702189,0.9036401116091843,0.8430054599482039,4.0
29,0.789736900961296,0.9097822538167537,0.8455198820900115,5.0
30,0.8040732053811189,0.9270638201281468,0.8611995081371614,5.0
31,0.786819050740798,0.9372571859085349,0.8554747100392156,7.0
32,0.7892778738446232,0.9143944358162748,0.8472419162580319,7.0
2,1.0,1.0,1.0,0.0
3,0.9465023360399776,0.9577513502489327,0.9520936174451734,0.0
4,0.7671769300908967,0.8320422344601903,0.7982940941285195,0.0
5,0.8929631847476898,0.712973422287523,0.7928818796673289,2.0
6,0.6311774944265592,0.9999999999999999,0.773891862269041,3.0
7,0.92748609089631,0.8982903098738592,0.9126547671921834,2.0
8,0.9276956378552609,0.9392867734116501,0.933455223927716,4.0
9,0.9728535711531036,0.9188316844862315,0.9450712615920278,3.0
