length,homogeneity,completeness,v_measure,rmse
2,1.0000000000000002,0.5754525531057847,0.7305234955776488,2.0
3,0.9999999999999996,0.9555594841146507,0.9772747818481884,2.0
4,1.0,0.9578671655821988,0.9784802385174723,1.0
5,1.0000000000000002,0.9242223123283397,0.9606190577948512,2.0
6,0.9343357514372765,0.7807714654545193,0.8506788225149838,5.0
7,0.9444432485292816,0.7946239877856994,0.8630802130156298,8.0
8,0.7826617325805942,0.7050775640675316,0.741846678568063,3.0
9,0.9452332422140418,0.9606756388623566,0.9528918804607969,1.0
10,0.7611702818914072,0.803144972011911,0.7815944813177097,0.0
11,0.939286772770271,0.8467684044399516,0.8906313444723082,5.0
12,0.8137021772323555,0.8099783482319053,0.811835992525582,4.0
13,0.8742545095976937,0.8287207879668969,0.8508789142315017,5.0
14,0.8477533215051171,0.9131114361777349,0.8792194284615285,4.0
15,0.7897637901268982,0.8875546624184261,0.835808528872587,1.0
16,0.8886353934453297,0.9452907883465151,0.9160879646767545,0.0
17,0.8054425181593227,0.8388199877059852,0.8217924823685365,8.0
18,0.7801855628104009,0.8693697528896869,0.8223667596872495,3.0
19,0.8378306013874705,0.8552007005795481,0.8464265444366924,4.0
20,0.7976370695902898,0.9062737047976341,0.848492201595698,1.0
21,0.8270778008991662,0.8689891812536044,0.8475156566330236,5.0
22,0.7968503112371654,0.8458930908807214,0.8206396347386448,6.0
23,0.7933715628381183,0.9132284518927736,0.84909114948139,1.0
24,0.8617425322042375,0.8954987856039766,0.8782964334741561,4.0
25,0.8185370025675566,0.8804751173550278,0.848377071527825,3.0
26,0.8010811086981251,0.8953741518277201,0.845607113769053,3.0
27,0.7964851914673334,0.8783261466751295,0.8354060581906552,5.0
28,0.8513124827179186,0.8846717492034194,0.867671594425972,5.0
29,0.7881353366635994,0.8734089317613756,0.8285839331037104,3.0
30,0.8192752260259584,0.8862299116584423,0.8514383160061662,3.0
31,0.7968521776771462,0.8903982956020813,0.8410320009827233,3.0
32,0.7950526659107743,0.8909930886787241,0.8402932465312192,2.0
33,0.7863174663412178,0.8910206610821949,0.835401159998754,2.0
2,1.0,1.0,1.0,0.0
3,0.36098856375506727,0.16812605327783342,0.22940807359627025,1.0
4,0.9524208729457773,0.6462055423482803,0.7699855836956611,3.0
5,1.0,0.8305457945526643,0.9074296824741575,4.0
6,0.5868026832684976,0.8113640720246624,0.6810498286692537,1.0
7,0.9614239543377697,0.9416370107733231,0.9514276158731856,3.0
8,0.9002752030690648,0.9011272697420017,0.9007010348909839,1.0
9,0.9852934665344094,0.8873963170273592,0.9337860451513647,6.0
10,0.7099322120185063,0.7631485118521258,0.7355791197840575,5.0
11,0.9332248226786313,0.9061494475487152,0.9194878619286854,4.0
12,0.8002939080582485,0.8750681113406752,0.8360123609501822,1.0
13,0.7850410782448095,0.7717701270230879,0.7783490388882184,5.0
14,0.846330043182985,0.8355427929403011,0.8409018242548764,6.0
15,0.8925515285845796,0.8743246581123425,0.8833440803073344,5.0
16,0.8320536474205656,0.8296469991901729,0.8308485805258511,4.0
17,0.9169689458689176,0.8251639548194515,0.8686475314493454,11.0
18,0.8491606306299015,0.8618478375133465,0.8554571959588676,8.0
19,0.7980003020776751,0.8049770617749766,0.8014734991867029,6.0
20,0.8869584592613603,0.9140953786611054,0.9003224796549215,4.0
21,0.8386581894737579,0.8990010643420356,0.8677818776039488,4.0
22,0.8842137172716446,0.8885780463758135,0.8863905096844513,7.0
23,0.8389462815600336,0.8842340512729657,0.8609950510804861,5.0
24,0.8133731705764113,0.9020612550156174,0.8554246225914132,2.0
25,0.7845183981620284,0.8648523870674674,0.8227290254257409,6.0
26,0.8007945142805651,0.8904774219699516,0.843258164840278,1.0
27,0.7945774832673199,0.8978616521428476,0.8430680158066685,0.0
28,0.8237212889309413,0.8973549277851561,0.858962956508801,5.0
29,0.791358799792391,0.887945690192106,0.8368745988141058,4.0
30,0.7800503077716078,0.8738075124654654,0.8242713620136015,1.0
31,0.8084338500880024,0.8885599805756976,0.8466052771093291,4.0
32,0.7889477804838813,0.8908615391829808,0.8368131142363874,3.0
2,1.0,1.0,1.0,0.0
3,1.0,0.9671900086086895,0.9833213918087579,1.0
4,0.9101242586563938,0.6777878255222527,0.7769588107251522,4.0
5,0.8715761807908959,0.9235982657451541,0.8968334532574809,0.0
6,0.503786481925062,0.4591267698465124,0.48042097190591443,1.0
7,0.734996536013137,0.7346771100196603,0.7348367883036018,7.0
8,0.9676912766251983,0.9063232925445573,0.9360024819723265,2.0
9,0.882312092081539,0.8737298206393577,0.8779999843715186,1.0
10,0.7939974178933139,0.8189255599587774,0.8062688534823919,2.0
11,0.9442257483110518,0.9011864456806362,0.9222042086976785,1.0
12,0.8948007679709088,0.7656709206528342,0.825214826012484,7.0
13,0.8767151685304185,0.9604562814172906,0.9166772003264323,2.0
14,0.8243733196534998,0.8829617491949355,0.8526622823976056,3.0
15,0.8922480782168559,0.8817131840957322,0.8869493497533398,5.0
16,0.6952108422041996,0.8114895835746243,0.7488633402957106,1.0
17,0.6457757627995471,0.9463496872334524,0.7676903740664768,3.0
18,0.9029954190128645,0.930598535511778,0.9165892071509036,3.0
19,0.8774176407565887,0.9038724162515178,0.8904485823543278,5.0
20,0.8555346189248189,0.8515348541467995,0.8535300506930441,9.0
21,0.8077576583615135,0.8795982044533283,0.8421485966131113,3.0
22,0.8402789301330682,0.9103318336237795,0.8739037541182508,1.0
23,0.9120949860116772,0.8821056575445073,0.8968496921104624,7.0
24,0.8008401147056339,0.892238905476202,0.8440724843777813,4.0
25,0.831695212303596,0.8922669996137595,0.8609170044973508,3.0
26,0.7612121514010383,0.8428649877734384,0.7999603697535667,1.0
27,0.7741480601363088,0.8940856937071437,0.8298054199950725,1.0
28,0.7791305205360117,0.866885683590207,0.8206688272056191,3.0
29,0.7852874455604717,0.8891167548035059,0.833982887803179,3.0
30,0.7922097796165258,0.9157511843565659,0.8495124411451327,1.0
31,0.7930456816801565,0.8861386944638541,0.8370116766188657,3.0
32,0.7676320383837012,0.8800948277851396,0.8200254550615944,2.0
2,1.0000000000000004,0.3095338174328498,0.47273894467215166,6.0
3,0.8223573269162472,0.406306248157222,0.5438900068702092,4.0
4,0.9999999999999998,0.9254750752312155,0.961295305388549,2.0
5,1.0000000000000002,0.7632555976119554,0.8657344954930661,1.0
6,0.974956506608814,0.9394209587988538,0.9568589191793403,2.0
7,0.885889102365951,0.958082383561061,0.9205725242967607,0.0
8,0.8608413723872144,0.8709855633626395,0.8658837580325571,2.0
9,0.780722594808613,0.8965884056258986,0.834653592964257,2.0
10,0.8579683863543992,0.8873728345696412,0.8724229163250579,0.0
11,0.7562515065471236,0.8932264781886805,0.8190516952260701,0.0
12,0.7527810471626902,0.8265416344194118,0.7879388858754393,2.0
13,0.8292287887529983,0.8117821511685402,0.8204127267755783,7.0
14,0.6821489652572471,0.7364282746426882,0.708250169823851,1.0
15,0.8228888984442428,0.9905582872682838,0.8989723266021039,3.0
16,0.8912206320779366,0.9421219659939227,0.9159646810265212,1.0
17,0.9506785710204039,0.9481036807536213,0.9493893800154468,1.0
18,0.8341444006399065,0.8409036869137285,0.8375104059740373,5.0
19,0.8261040098725504,0.941053404963674,0.8798401147718425,2.0
20,0.9165671678163541,0.9016467769387164,0.9090457534916655,6.0
21,0.8281008360221378,0.8762990841750474,0.8515184677160007,6.0
22,0.8189235876046267,0.8440236041141032,0.8312841698716026,5.0
23,0.7867585079983657,0.8822097586405784,0.8317546202929869,3.0
24,0.8071209704803994,0.9019141647760744,0.8518886720896356,2.0
25,0.8080203325376638,0.8423377422486413,0.8248222406993734,5.0
26,0.8436129464593528,0.906374630844198,0.873868343797792,4.0
27,0.8173917951763793,0.8942055639537081,0.8540750396440357,3.0
28,0.823465523420689,0.8882613778161357,0.8546370567515512,3.0
29,0.7616806067669702,0.9141598775827768,0.830983445908867,3.0
30,0.8089319695497226,0.8900506201798344,0.84755477252493,4.0
31,0.7933437324097903,0.8878537668697328,0.8379422662053503,3.0
32,0.7857341033925666,0.8906834034835799,0.8349236661777649,2.0
2,1.0,1.0,1.0,0.0
3,0.5433747715436261,0.6361198184409737,0.586100968931532,0.0
4,0.9999999999999999,0.5201866206240885,0.6843720548080262,4.0
5,0.8556254999107609,0.7183084174566414,0.7809768783742145,0.0
6,0.8181596227321861,0.5639625192438413,0.6676853629158306,2.0
7,0.9999999999999998,0.8850411351720172,0.9390151956458539,4.0
8,0.9372536255811938,0.8641101597416984,0.899196915934756,4.0
9,0.7859173998114068,0.8650594408842484,0.823591524367586,1.0
10,0.7277518610304813,0.9220197674953403,0.8134478616306541,0.0
11,0.6636459776686348,0.7891430048753623,0.720974053745639,3.0
12,0.9383048776986811,0.8427363722814196,0.8879565801573461,8.0
13,0.790522660570418,0.8249230607732378,0.8073565879093083,3.0
14,0.7586057229493541,0.8562501737300805,0.8044758463014254,2.0
15,0.7527369089313427,0.8835838820467888,0.8129288631184357,1.0
16,0.8070104354880547,0.8943636167976187,0.8484445509285679,1.0
17,0.9178139295773218,0.876081375848365,0.8964622269370267,8.0
18,0.7716813435868705,0.8530424800570765,0.8103247549737169,0.0
19,0.7694563651871781,0.8182686883178033,0.7931121944187692,5.0
20,0.8235079435929881,0.8703813430997991,0.8462961016741054,2.0
21,0.7492951434341542,0.8839585266431571,0.8110752703584317,2.0
22,0.9309735073746915,0.9037950363389223,0.9171829741807669,6.0
23,0.8161657242581583,0.8925258518411513,0.8526395500234213,3.0
24,0.7632915348859343,0.8539493525287543,0.8060794369953208,1.0
25,0.8298267491613639,0.8738960982485953,0.8512914637693232,5.0
26,0.8124963519582832,0.8719755980620181,0.841185859359063,5.0
27,0.8654009106548515,0.8912051759032573,0.8781135129938911,6.0
28,0.7770519957277121,0.844094283066297,0.8091868769879969,3.0
29,0.7930971005955464,0.8881203456367222,0.8379233426145248,5.0
30,0.812820756715845,0.8886256883453805,0.8490345453242163,3.0
31,0.7455628105240136,0.866854138396326,0.8016465073378074,2.0
32,0.8057390513613297,0.8880583717429752,0.8448983334621691,2.0
2,1.0,1.0,1.0,0.0
3,0.7734783968116334,0.42404862205553495,0.5477829613697909,2.0
4,1.0,0.9738820418401672,0.9867682274795488,1.0
5,0.9559529784968417,0.6372980223656574,0.7647595292151642,5.0
6,1.0,0.9447125584552928,0.9715703787151853,1.0
7,0.9999999999999997,0.8852449032907247,0.939129872989462,5.0
8,0.9777532584023566,0.9241726232513109,0.9502082099272539,2.0
9,1.0,0.8814855577566415,0.9370101770089231,5.0
10,0.819425246397124,0.8427980181292123,0.8309473082309823,2.0
11,0.8446368851988013,0.9158722237217187,0.8788133595727238,1.0
12,0.8063847232604408,0.9389835470003914,0.8676472473982382,0.0
13,0.8828867128904458,0.8280652159800718,0.8545976824470916,7.0
14,0.8481800029369689,0.9269438636288483,0.8858145212098876,3.0
15,0.8361027726825528,0.8523068442064586,0.8441270512665895,3.0
16,0.6965684480193892,0.7694992210605369,0.7312198331236036,3.0
17,0.8166385340806921,0.8222569390932891,0.819438106175716,4.0
18,0.8825579948392325,0.8701008511911863,0.8762851530113179,6.0
19,0.8257341316032925,0.880677534580794,0.8523212934494203,6.0
20,0.8024105341875382,0.8443150238311835,0.8228296038716629,2.0
21,0.7907264777240596,0.8427095274209192,0.8158908390205429,2.0
22,0.8252168506725452,0.856852069224624,0.840736973014191,2.0
23,0.8493198240587205,0.8966655119125763,0.872350734141139,3.0
24,0.8604180075170563,0.8820900115791852,0.8711192395054806,8.0
25,0.7802067682629433,0.9001571689211886,0.8359007238272609,2.0
26,0.8237165757598517,0.8970480228729381,0.8588197668410139,4.0
27,0.7503517240917125,0.8672085005967194,0.8045590929327837,1.0
28,0.7959574067550758,0.8669163552601921,0.8299228838275806,5.0
29,0.7946160481040183,0.8865970305259918,0.838090349893553,1.0
30,0.7968819868104817,0.8931459092907218,0.8422723534317614,3.0
31,0.8036191717140834,0.8891060351968426,0.8442039530737344,3.0
32,0.7879728357497432,0.8912100795691444,0.836417911640664,2.0
2,1.0,1.0,1.0,0.0
3,1.0,0.95992096752387,0.9795506894715428,1.0
4,1.0,0.8659028840774247,0.9281328535011734,1.0
5,0.9218554570677288,0.6296834635410844,0.7482598462472106,5.0
6,0.6731121885467842,0.8128078299904284,0.736393413491277,1.0
7,0.9274860908963097,0.8399153399782417,0.881531248930575,4.0
8,0.9276956378552609,0.9392867734116501,0.933455223927716,4.0
