length,homogeneity,completeness,v_measure,rmse
2,1.0000000000000002,0.5754525531057847,0.7305234955776488,2.0
3,0.9999999999999996,0.9555594841146507,0.9772747818481884,2.0
4,1.0,0.9578671655821988,0.9784802385174723,1.0
5,1.0000000000000002,0.9242223123283397,0.9606190577948512,2.0
6,0.9343357514372765,0.8018232287464256,0.8630224737499388,4.0
7,0.9444432485292817,0.8482783834991897,0.8937815864503597,6.0
8,0.7780817128418884,0.7303232634069556,0.7534464347009903,2.0
9,0.9452332422140418,0.9606756388623566,0.9528918804607969,1.0
10,0.7458670567159447,0.8240654191526435,0.783018707074918,1.0
11,0.9392867727702708,0.8725221529765879,0.9046743346869381,4.0
12,0.8137021772323554,0.8549374471955973,0.833810311101798,2.0
13,0.868033976417692,0.8559077328901997,0.8619282065234163,4.0
14,0.8477533215051171,0.9310672454679312,0.8874592126323421,3.0
15,0.7881875473198873,0.9013463638110454,0.8409774732516404,0.0
16,0.8886353934453297,0.9452907883465151,0.9160879646767545,0.0
17,0.8054425181593228,0.8694594857653165,0.8362275954191715,5.0
18,0.780185562810401,0.8877771661773285,0.8305112770291132,2.0
19,0.8364712372366566,0.8845125283434289,0.8598213460605961,2.0
20,0.7917621324837167,0.908511584754152,0.8461285526422974,0.0
21,0.8216830237348713,0.8972615552147513,0.8578107715612595,2.0
22,0.7959648581295298,0.8683329220949564,0.830575512816325,3.0
23,0.7933715628381182,0.9210295869219282,0.8524477283495412,0.0
24,0.8616721232364108,0.9223677706968465,0.8909874696007444,2.0
25,0.8148597101727412,0.904903785442229,0.8575244656835737,0.0
26,0.7973473810469022,0.9086004350226391,0.8493462349306058,1.0
27,0.7928586955603737,0.8981907416836713,0.8422442586614307,2.0
28,0.8474471358669997,0.9096292836169372,0.8774379105586435,2.0
29,0.7844494179744897,0.8984254998937911,0.8375778294656203,0.0
30,0.8158639272560114,0.9091431705259526,0.8599815252899775,0.0
31,0.7937057454536057,0.9123178989804855,0.8488885373463512,0.0
32,0.7919140721151761,0.9129395529183316,0.8481310868343374,1.0
33,0.7832536299534768,0.9126757926734138,0.8430263878255607,1.0
2,1.0,1.0,1.0,0.0
3,0.29802640533760516,0.47544425665909507,0.3663873750162339,0.0
4,0.9524208729457773,0.7342568021972574,0.8292295734047496,2.0
5,1.0,0.8758506464038277,0.9338170371750131,3.0
6,0.5868026832684976,0.8113640720246624,0.6810498286692537,1.0
7,0.9614239543377697,0.9416370107733231,0.9514276158731856,3.0
8,0.9002752030690648,0.9011272697420017,0.9007010348909839,1.0
9,0.9852934665344095,0.9147705982766304,0.9487232673382223,5.0
10,0.7099322120185062,0.7932616436826673,0.7492872476469535,3.0
11,0.9332248226786313,0.9106581398571614,0.921803388128605,3.0
12,0.8002939080582485,0.8812740224089273,0.8388340651428949,0.0
13,0.7748392366465674,0.8163826624599514,0.7950686442251084,2.0
14,0.8445191883488744,0.8643721540573661,0.8543303507501335,4.0
15,0.8925515285845799,0.9028958695772379,0.897693899992759,3.0
16,0.8302000043360538,0.8679249325379669,0.8486434267702472,2.0
17,0.8906298576501231,0.8556204095450946,0.8727741926472641,8.0
18,0.8470887536596131,0.8963764708605526,0.8710359310092285,5.0
19,0.7966112280828429,0.8429204133382568,0.8191118105698364,3.0
20,0.886899903385457,0.9365995126358101,0.911072424777654,2.0
21,0.8371130420364646,0.9164311199478764,0.8749781833476306,2.0
22,0.8825611708110966,0.9164962307096196,0.8992086475232177,4.0
23,0.837636013273113,0.911897783026054,0.8731908181508705,2.0
24,0.8124448886960223,0.9101651070695904,0.8585332616504464,1.0
25,0.7800831292019135,0.8888354588158122,0.8309159608345053,3.0
26,0.7993489395390692,0.9142923851160014,0.8529657145356581,1.0
27,0.7908282552370758,0.9175324089745304,0.849481692377484,2.0
28,0.8236735450931781,0.921457498763216,0.8698259850810917,2.0
29,0.7879469150850266,0.9117978497139515,0.8453602184775509,1.0
30,0.7763204642071657,0.8994295196462817,0.8333528855035867,2.0
31,0.8052037931941182,0.9106469532333311,0.8546855051709463,1.0
32,0.7858686568565542,0.9125446745717897,0.8444826055671948,0.0
2,1.0,1.0,1.0,0.0
3,1.0,0.9671900086086895,0.9833213918087579,1.0
4,0.9101242586563938,0.7298333343881473,0.8100685349669232,2.0
5,0.8715761807908959,0.9235982657451541,0.8968334532574809,0.0
6,0.4929939557069567,0.4969330991489024,0.4949556900569939,0.0
7,0.734996536013137,0.7732376508230459,0.7536322937514786,6.0
8,0.9676912766251984,0.9387896110296124,0.9530213736338335,1.0
9,0.882312092081539,0.8737298206393577,0.8779999843715186,1.0
10,0.7939974178933139,0.8349647099993632,0.8139659141482664,1.0
11,0.9442257483110518,0.9084317978896039,0.9259829976791227,0.0
12,0.8945910965995881,0.8245503357001039,0.858143925981449,5.0
13,0.8767151685304185,0.9604562814172906,0.9166772003264323,2.0
14,0.8243733196534998,0.9031836156394624,0.8619808242153134,2.0
15,0.8897707510942702,0.9071906889680923,0.8983962846535591,3.0
16,0.6857424225243255,0.8460622272392222,0.7575127303640298,1.0
17,0.6457757627995471,0.9463496872334524,0.7676903740664768,3.0
18,0.8981512758377579,0.9470214608342392,0.9219391945147828,2.0
19,0.8756660338745522,0.9230102063357941,0.8987150311312015,3.0
20,0.8544043270299211,0.8787276528982532,0.8663953093153689,6.0
21,0.8067964589936355,0.8959753009817242,0.8490506093291942,1.0
22,0.8382510656578093,0.9214043275052963,0.8778629752552232,0.0
23,0.9103045551319531,0.9169953406711001,0.9136376985134449,4.0
24,0.7971252148774809,0.9133270975949211,0.8512789904927843,1.0
25,0.830202739784502,0.9160369472249094,0.8710103074479629,1.0
26,0.7564888681344785,0.8654734837177053,0.8073196709533469,1.0
27,0.7702775176402457,0.9082459501524579,0.8335914859864705,1.0
28,0.778270126648028,0.8944515762820872,0.8323260711380531,0.0
29,0.7820452713942225,0.9075796853726058,0.8401490502570176,0.0
30,0.7887680059313072,0.9298225351884094,0.8535066956352636,3.0
31,0.789799417084087,0.9086480595491477,0.8450655291255427,0.0
32,0.7643002854137457,0.9036475395812134,0.8281530897615911,1.0
2,1.0000000000000004,0.3095338174328498,0.47273894467215166,6.0
3,0.8223573269162469,0.44463091477760663,0.5771884513340106,3.0
4,0.9999999999999998,0.9254750752312155,0.961295305388549,2.0
5,1.0000000000000002,0.7632555976119554,0.8657344954930661,1.0
6,0.9434464625136143,0.944827017078703,0.9441362351206104,1.0
7,0.885889102365951,0.958082383561061,0.9205725242967607,0.0
8,0.8608413723872144,0.8794031349734585,0.8700232621222966,1.0
9,0.780722594808613,0.8965884056258986,0.834653592964257,2.0
10,0.8579683863543992,0.8928688588881243,0.8750707767588359,1.0
11,0.7456979753045113,0.8971982188331245,0.8144627732634764,1.0
12,0.7527810471626902,0.8308813072922119,0.7899053719523744,1.0
13,0.8262160926186144,0.8399836898279991,0.8330430112696191,5.0
14,0.6716270227214651,0.7649411089687999,0.7152533990427409,1.0
15,0.8228888984442428,0.9905582872682838,0.8989723266021039,3.0
16,0.8912206320779366,0.9421219659939227,0.9159646810265212,1.0
17,0.9506785710204039,0.9481036807536213,0.9493893800154468,1.0
18,0.8341444006399065,0.8593953360687504,0.8465816207076358,3.0
19,0.8261040098725504,0.9543979000485874,0.885628853135014,1.0
20,0.9165671678163543,0.9175700839633812,0.9170683516898871,4.0
21,0.8280300604177906,0.9032304210313942,0.8639970103999209,4.0
22,0.8145847548190593,0.8704177222448234,0.8415762190456203,2.0
23,0.7825685409335513,0.896846820050366,0.8358195640136595,1.0
24,0.8070641557867279,0.9253028931269232,0.862148467620409,0.0
25,0.8068426510410976,0.8769750971374205,0.8404483359755666,2.0
26,0.8435552145283284,0.9293249501526697,0.8843653658154843,2.0
27,0.8137520096649198,0.9125720451382964,0.8603336478213697,1.0
28,0.8197495913086867,0.9132822981096981,0.8639919382858426,0.0
29,0.7581376056647601,0.9208152393043477,0.8315953159466681,4.0
30,0.8055179278115366,0.9135055889384188,0.8561199097929113,1.0
31,0.790151342740313,0.9100641982054987,0.8458791616408116,0.0
32,0.7826619025933842,0.912397876039503,0.8425650429381091,1.0
2,1.0,1.0,1.0,0.0
3,0.5433747715436261,0.6361198184409737,0.586100968931532,0.0
4,0.9999999999999998,0.6263871565484082,0.7702805005885008,3.0
5,0.7993685037029916,0.7211359083985163,0.7582396045353086,1.0
6,0.8181596227321859,0.6304200504580212,0.712124076005607,1.0
7,0.9999999999999998,0.8850411351720172,0.9390151956458539,4.0
8,0.9372536255811938,0.8641101597416984,0.899196915934756,4.0
9,0.7859173998114068,0.8922415379124209,0.835711247268357,0.0
10,0.7277518610304813,0.9220197674953403,0.8134478616306541,0.0
11,0.6614239372717996,0.8072922758262385,0.7271145110869147,2.0
12,0.9383048776986812,0.8761327712140489,0.9061536539813551,5.0
13,0.790522660570418,0.8550020734964509,0.8214990634181158,2.0
14,0.7569274760287078,0.8704274284590979,0.8097194222019695,1.0
15,0.7427352054543173,0.8871513393236042,0.8085452749981076,2.0
16,0.8051327607863104,0.9046225274904317,0.851983015372866,0.0
17,0.9178139295773218,0.9038652702162793,0.9107861972181093,5.0
18,0.7693108718101106,0.8907993501713815,0.8256097885720574,2.0
19,0.768282050838746,0.852482784606574,0.8081952516970926,2.0
20,0.8172576039097097,0.8799690898019003,0.8474547713757652,1.0
21,0.7430980399962465,0.89487262529023,0.8119536057541819,3.0
22,0.9308974546630752,0.9311677677381827,0.9310325915801673,4.0
23,0.8144451212446769,0.9122269109191422,0.860567314726401,1.0
24,0.7584236580343008,0.8779085817740007,0.8138037273979826,3.0
25,0.8245000275728674,0.9020559299835866,0.8615360954722108,2.0
26,0.8086471618708841,0.8972364669736367,0.850641521235232,2.0
27,0.8640153144774363,0.9200571375895142,0.8911560246901703,3.0
28,0.7719009004335738,0.8774320958444886,0.8212903354023404,0.0
29,0.7895639063123121,0.9080319615823411,0.8446642410040031,2.0
30,0.8092178172278441,0.9132113588389309,0.8580752262392752,0.0
31,0.7419146231585644,0.8926373493456119,0.8103268832038527,1.0
32,0.8024448301157281,0.9106466675953165,0.8531286407647978,1.0
2,1.0,1.0,1.0,0.0
3,0.7734783968116336,0.4405127012814085,0.5613337008772564,1.0
4,1.0,0.9738820418401672,0.9867682274795488,1.0
5,0.9009242187541052,0.7141614811207615,0.7967445622146817,3.0
6,1.0,0.9447125584552928,0.9715703787151853,1.0
7,0.9999999999999997,0.9183530219114286,0.9574390233935047,4.0
8,0.9777532584023566,0.9241726232513109,0.9502082099272539,2.0
9,1.0,0.9122949013913687,0.9541362064267295,4.0
10,0.8194252463971239,0.8711827245734665,0.844511715309958,1.0
11,0.8446368851988013,0.9213679969118764,0.8813354967664625,0.0
12,0.8063847232604408,0.9389835470003914,0.8676472473982382,0.0
13,0.8827303239916786,0.8750007406038997,0.8788485369619973,5.0
14,0.8481800029369689,0.9461529657428605,0.8944917574055857,2.0
15,0.8330399197455832,0.8669278283670957,0.8496461057804369,2.0
16,0.6947105992955577,0.8237652968892569,0.7537537928901918,0.0
17,0.8139298852451354,0.8745391312941837,0.8431466941994424,1.0
18,0.8824689963821237,0.901594615305428,0.8919292900767362,4.0
19,0.8241481230275797,0.8980880325023322,0.8595308650602463,4.0
20,0.7973557594881016,0.8673694862653591,0.8308903312929555,0.0
21,0.7853036829704508,0.8677746413382954,0.8244819520167486,0.0
22,0.8190836619411773,0.8777580158465813,0.8474064013505062,0.0
23,0.8445764244273808,0.912629528066601,0.8772851953379411,1.0
24,0.8590544253227101,0.910032726763995,0.8838090765545136,5.0
25,0.7801521828479574,0.9213808402479403,0.8449054634812145,0.0
26,0.8193821547596792,0.915489773330073,0.8647739017341894,1.0
27,0.7461298898699434,0.882078865735165,0.8084287775531457,3.0
28,0.7922901722183617,0.8864446088943005,0.8367269919521253,2.0
29,0.7911620500483602,0.9041739817593466,0.8439013004948054,1.0
30,0.7957687183401825,0.9183254586051259,0.8526657205214672,0.0
31,0.8004039400409075,0.9112540728022641,0.8522395768039253,0.0
32,0.7848873222922433,0.9129858151873128,0.8441042807673247,1.0
2,1.0,1.0,1.0,0.0
3,1.0,0.95992096752387,0.9795506894715428,1.0
4,1.0,0.8659028840774247,0.9281328535011734,1.0
5,0.9218554570677288,0.6862973325552472,0.786824417766183,4.0
6,0.6731121885467842,0.8262303270125368,0.7418527759838344,2.0
7,0.9274860908963097,0.8816427950711742,0.9039836088075779,3.0
8,0.9276956378552609,0.9392867734116501,0.933455223927716,4.0
