mac,e_id_ssid,len_ssid,ssid,e_id_sup_rates,len_sup_rates,supported_rates,e_id_ext_sup_rates,len_ext_sup_rates,ext_sup_rates,e_id_dsss,len_dsss,dsss_parameter,e_id_ht_cap,len_ht_cap,ht_cap,e_id_vht_cap,len_vht_cap,vht_cap,e_id_ext_cap,len_ext_cap,ext_cap,e_id_vst,len_vst,vst,e_id_ext_tags,len_ext_tags,ext_tags,frame_check_seq,label
94:0e:6b:5e:4d:31,00000000,00000000,,00000001,00000100,00000010000001000000101100010110,00110010,00001000,0000110000010010000110000010010000110000010010000110000001101100,00000011,00000001,00000001,00101101,00011010,1010110100000001000110111111111111111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,,,01111111,00001000,0000000000001000000011111000010000000001010000000000000001000000,11011101,00001001,00000000010100001111001000001000000000000001001000000000000100011101110100001001000000000001000000011000000000100000000000000000000100100000000000000000,,,,11111101011000000000000010011001,HuaweiP10_Q
94:0e:6b:5e:4d:31,00000000,00000000,,00000001,00000100,00000010000001000000101100010110,00110010,00001000,0000110000010010000110000010010000110000010010000110000001101100,00000011,00000001,00000001,00101101,00011010,1010110100000001000110111111111111111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,,,01111111,00001000,0000000000001000000011111000010000000001010000000000000001000000,11011101,00001001,00000000010100001111001000001000000000000001001000000000000100011101110100001001000000000001000000011000000000100000000000000000000100100000000000000000,,,,00111100101001110001101101111001,HuaweiP10_Q
94:0e:6b:5e:4d:31,00000000,00000000,,00000001,00000100,00000010000001000000101100010110,00110010,00001000,0000110000010010000110000010010000110000010010000110000001101100,00000011,00000001,00000001,00101101,00011010,1010110100000001000110111111111111111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,,,01111111,00001000,0000000000001000000011111000010000000001010000000000000001000000,11011101,00001001,00000000010100001111001000001000000000000001001000000000000100011101110100001001000000000001000000011000000000100000000000000000000100100000000000000000,,,,00111100101001110001101101111001,HuaweiP10_Q
94:0e:6b:5e:4d:31,00000000,00000000,,00000001,00000100,00000010000001000000101100010110,00110010,00001000,0000110000010010000110000010010000110000010010000110000001101100,00000011,00000001,00000010,00101101,00011010,1010110100000001000110111111111111111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,,,01111111,00001000,0000000000001000000011111000010000000001010000000000000001000000,11011101,00001001,00000000010100001111001000001000000000000001001000000000000100011101110100001001000000000001000000011000000000100000000000000000000100100000000000000000,,,,01110111000111100001101111011101,HuaweiP10_Q
94:0e:6b:5e:4d:31,00000000,00000000,,00000001,00000100,00000010000001000000101100010110,00110010,00001000,0000110000010010000110000010010000110000010010000110000001101100,00000011,00000001,00000010,00101101,00011010,1010110100000001000110111111111111111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,,,01111111,00001000,0000000000001000000011111000010000000001010000000000000001000000,11011101,00001001,00000000010100001111001000001000000000000001001000000000000100011101110100001001000000000001000000011000000000100000000000000000000100100000000000000000,,,,11011010011010110001010010111101,HuaweiP10_Q
94:0e:6b:5e:4d:31,00000000,00000000,,00000001,00000100,00000010000001000000101100010110,00110010,00001000,0000110000010010000110000010010000110000010010000110000001101100,00000011,00000001,00000010,00101101,00011010,1010110100000001000110111111111111111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,,,01111111,00001000,0000000000001000000011111000010000000001010000000000000001000000,11011101,00001001,00000000010100001111001000001000000000000001001000000000000100011101110100001001000000000001000000011000000000100000000000000000000100100000000000000000,,,,11011010011010110001010010111101,HuaweiP10_Q
94:0e:6b:5e:4d:31,00000000,00000000,,00000001,00000100,00000010000001000000101100010110,00110010,00001000,0000110000010010000110000010010000110000010010000110000001101100,00000011,00000001,00000011,00101101,00011010,1010110100000001000110111111111111111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,,,01111111,00001000,0000000000001000000011111000010000000001010000000000000001000000,11011101,00001001,00000000010100001111001000001000000000000001001000000000000100011101110100001001000000000001000000011000000000100000000000000000000100100000000000000000,,,,11001110110010011100001001010111,HuaweiP10_Q
94:0e:6b:5e:4d:31,00000000,00000000,,00000001,00000100,00000010000001000000101100010110,00110010,00001000,0000110000010010000110000010010000110000010010000110000001101100,00000011,00000001,00000011,00101101,00011010,1010110100000001000110111111111111111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,,,01111111,00001000,0000000000001000000011111000010000000001010000000000000001000000,11011101,00001001,00000000010100001111001000001000000000000001001000000000000100011101110100001001000000000001000000011000000000100000000000000000000100100000000000000000,,,,11100101101011110100000000000001,HuaweiP10_Q
94:0e:6b:5e:4d:31,00000000,00000000,,00000001,00000100,00000010000001000000101100010110,00110010,00001000,0000110000010010000110000010010000110000010010000110000001101100,00000011,00000001,00000100,00101101,00011010,1010110100000001000110111111111111111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,,,01111111,00001000,0000000000001000000011111000010000000001010000000000000001000000,11011101,00001001,00000000010100001111001000001000000000000001001000000000000100011101110100001001000000000001000000011000000000100000000000000000000100100000000000000000,,,,00010000001000001110110000111000,HuaweiP10_Q
94:0e:6b:5e:4d:31,00000000,00000000,,00000001,00000100,00000010000001000000101100010110,00110010,00001000,0000110000010010000110000010010000110000010010000110000001101100,00000011,00000001,00000100,00101101,00011010,1010110100000001000110111111111111111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,,,01111111,00001000,0000000000001000000011111000010000000001010000000000000001000000,11011101,00001001,00000000010100001111001000001000000000000001001000000000000100011101110100001001000000000001000000011000000000100000000000000000000100100000000000000000,,,,10111101010101011110001101011000,HuaweiP10_Q
