Labels Combination,homogeneity,v_measure,completeness,No. of Clusters,No. of Noise,rmse,length
"('OppoFindX3Neo_A', 'SamsungS4_C', 'OnePlusNord_O', 'iPhoneXR_L', 'iPhone12Pro_C', 'XiaomiRedmi4_B', 'S21Ultra_M', 'iPhone7_X', 'XiaomiRedmiNote9S_T', 'XiaomiRedmi5_J', 'iPhone11_B', 'SamsungJ6_K', 'HuaweiL21_D', 'iPhoneXR_A', 'iPhone11_F', 'iPhoneXSMax_M', 'iPhoneXR_U', 'HuaweiP20_G', 'HuaweiP10_Q', 'GooglePixel3A_L', 'iPhone12_W', 'iPhone6_N', 'HuaweiHonor9_R', 'XiaomiA2_E', 'SamsungS7_I')",0.8346792173407763,0.8826873779492977,0.9365551248875552,20,0,5.0,25
"('HuaweiL21_D', 'XiaomiRedmiNote9S_T', 'iPhone11_M', 'HuaweiP10_Q', 'iPhone11_C', 'iPhone7_F', 'iPhone12_M', 'XiaomiRedmi4_B', 'iPhoneXSMax_M', 'GooglePixel3A_L', 'iPhoneXR_U', 'SamsungJ6_K', 'iPhone12_W', 'iPhone7_X', 'XiaomiA2_E', 'SamsungM31_A', 'HuaweiP20_G', 'GooglePixel3A_V', 'iPhoneXR_A', 'SamsungS7_I', 'OppoFindX3Neo_A', 'iPhone11_B', 'SamsungS4_C', 'OnePlusNord_O', 'SamsungS6_H', 'XiaomiRedmiNote7_S')",0.8675785099916551,0.9022112382982675,0.9397239280533508,20,0,6.0,26
"('HuaweiL21_D', 'SamsungJ6_K', 'HuaweiP10_Q', 'iPhone12_W', 'XiaomiRedmiNote9S_T', 'iPhoneXR_U', 'HuaweiHonor9_R', 'OppoFindX3Neo_A', 'iPhoneXSMax_M', 'XiaomiRedmiNote7_S', 'SamsungS7_I', 'iPhone11_B', 'iPhone11_F', 'iPhone11_C', 'iPhoneXR_A', 'XiaomiRedmi5_J', 'SamsungS6_H', 'XiaomiA2_E', 'XiaomiRedmi4_B', 'iPhone7_X', 'iPhoneXR_L', 'iPhone7_F', 'OnePlusNord_O', 'iPhone12Pro_C', 'GooglePixel3A_L', 'GooglePixel3A_V', 'SamsungM31_A')",0.7975700240157788,0.8598113612946316,0.9325894398597547,17,0,10.0,27
"('SamsungS7_I', 'iPhoneXSMax_M', 'S21Ultra_M', 'iPhone11_F', 'HuaweiHonor9_R', 'HuaweiP20_G', 'OppoFindX3Neo_A', 'iPhone7_F', 'XiaomiRedmiNote7_S', 'iPhone7_X', 'iPhone12_W', 'GooglePixel3A_L', 'iPhoneXR_U', 'XiaomiA2_E', 'XiaomiRedmi4_B', 'SamsungJ6_K', 'GooglePixel3A_V', 'iPhone6_N', 'HuaweiP10_Q', 'SamsungS4_C', 'iPhone11_B', 'iPhone11_C', 'XiaomiRedmiNote9S_T', 'XiaomiRedmi5_J', 'HuaweiL21_D', 'SamsungS6_H', 'OnePlusNord_O', 'iPhone11_M')",0.8615171665684632,0.9009146898761506,0.9440882203757439,22,0,6.0,28
"('SamsungS6_H', 'iPhone7_F', 'HuaweiL21_D', 'XiaomiRedmiNote7_S', 'OppoFindX3Neo_A', 'iPhone11_C', 'HuaweiP10_Q', 'S21Ultra_M', 'iPhone6_N', 'HuaweiHonor9_R', 'GooglePixel3A_V', 'HuaweiP20_G', 'SamsungJ6_K', 'iPhone11_B', 'XiaomiRedmiNote9S_T', 'iPhoneXR_U', 'XiaomiA2_E', 'iPhoneXR_L', 'iPhone7_X', 'SamsungS4_C', 'iPhone12_M', 'SamsungS7_I', 'OnePlusNord_O', 'iPhoneXSMax_M', 'iPhone12_W', 'XiaomiRedmi5_J', 'XiaomiRedmi4_B', 'GooglePixel3A_L', 'iPhoneXR_A')",0.8420341537349916,0.8913122937118318,0.9467167450314653,22,0,7.0,29
"('HuaweiHonor9_R', 'iPhone7_F', 'iPhone12Pro_C', 'SamsungM31_A', 'iPhone11_B', 'S21Ultra_M', 'GooglePixel3A_L', 'iPhoneXSMax_M', 'OppoFindX3Neo_A', 'iPhone11_F', 'XiaomiRedmiNote9S_T', 'iPhone11_M', 'iPhone6_N', 'iPhoneXR_U', 'iPhoneXR_L', 'GooglePixel3A_V', 'HuaweiP20_G', 'XiaomiRedmi4_B', 'iPhone7_X', 'iPhoneXR_A', 'iPhone12_M', 'HuaweiP10_Q', 'iPhone12_W', 'SamsungJ6_K', 'OnePlusNord_O', 'SamsungS6_H', 'iPhone11_C', 'HuaweiL21_D', 'SamsungS7_I', 'XiaomiRedmi5_J')",0.8112470042984845,0.8672789173329638,0.931625217393393,22,0,8.0,30
"('iPhone11_F', 'iPhone11_C', 'iPhoneXSMax_M', 'HuaweiL21_D', 'iPhone7_F', 'HuaweiP20_G', 'SamsungM31_A', 'SamsungS7_I', 'iPhone11_M', 'XiaomiRedmi4_B', 'SamsungJ6_K', 'iPhoneXR_L', 'SamsungS6_H', 'XiaomiRedmiNote7_S', 'GooglePixel3A_V', 'XiaomiA2_E', 'HuaweiHonor9_R', 'iPhone6_N', 'HuaweiP10_Q', 'iPhone7_X', 'XiaomiRedmiNote9S_T', 'OnePlusNord_O', 'S21Ultra_M', 'GooglePixel3A_L', 'iPhone12Pro_C', 'OppoFindX3Neo_A', 'iPhoneXR_A', 'iPhone12_M', 'iPhoneXR_U', 'XiaomiRedmi5_J', 'SamsungS4_C')",0.8545527762921169,0.896983494880895,0.9438479457218214,22,0,9.0,31
"('iPhoneXR_U', 'iPhone7_X', 'iPhone12_M', 'GooglePixel3A_V', 'OnePlusNord_O', 'S21Ultra_M', 'XiaomiRedmiNote7_S', 'HuaweiP10_Q', 'SamsungJ6_K', 'XiaomiA2_E', 'iPhone11_M', 'XiaomiRedmi4_B', 'HuaweiL21_D', 'GooglePixel3A_L', 'OppoFindX3Neo_A', 'HuaweiP20_G', 'iPhoneXR_L', 'iPhone11_B', 'iPhone7_F', 'iPhoneXSMax_M', 'iPhoneXR_A', 'iPhone11_C', 'SamsungS6_H', 'XiaomiRedmiNote9S_T', 'SamsungM31_A', 'HuaweiHonor9_R', 'SamsungS4_C', 'iPhone6_N', 'XiaomiRedmi5_J', 'iPhone12_W', 'iPhone12Pro_C', 'SamsungS7_I')",0.8330455872106585,0.8860685572322577,0.9463001268199642,22,0,10.0,32
"('iPhone11_C', 'SamsungS6_H')",1.0,1.0,1.0,1,0,1.0,2
"('XiaomiRedmi4_B', 'iPhone12_M', 'XiaomiA2_E')",0.9207621767755714,0.7960303358198481,0.7010605631004683,3,0,0.0,3
"('iPhone6_N', 'HuaweiHonor9_R', 'iPhone11_C', 'iPhoneXR_L')",0.8142503633166196,0.8854614957397926,0.970322043079842,3,0,1.0,4
"('iPhone12_M', 'SamsungJ6_K', 'iPhoneXR_U', 'HuaweiHonor9_R', 'S21Ultra_M')",0.9533246489322841,0.9518469487243604,0.9503738224429806,5,0,0.0,5
"('iPhoneXSMax_M', 'iPhone11_F', 'iPhone7_F', 'HuaweiL21_D', 'iPhoneXR_L', 'iPhone7_X')",0.8030201062520483,0.8486651316318445,0.8998119708276503,5,0,1.0,6
"('iPhone7_X', 'OnePlusNord_O', 'XiaomiRedmi5_J', 'iPhoneXR_A', 'XiaomiA2_E', 'GooglePixel3A_L', 'iPhone12Pro_C')",0.5533832817627633,0.6285227014325753,0.7272732234534248,8,0,1.0,7
"('SamsungJ6_K', 'iPhone6_N', 'iPhone7_F', 'iPhone11_C', 'HuaweiP10_Q', 'HuaweiHonor9_R', 'XiaomiRedmi4_B', 'iPhone12_W')",0.9294867874767662,0.9183952396427657,0.9075652807242982,8,0,0.0,8
"('XiaomiRedmi5_J', 'iPhone11_F', 'iPhone11_B', 'iPhone11_M', 'SamsungS6_H', 'iPhone11_C', 'HuaweiHonor9_R', 'SamsungM31_A', 'iPhoneXR_U')",0.8531964824237176,0.8822393595451776,0.913329157789267,6,0,3.0,9
"('iPhone12_M', 'iPhone11_C', 'iPhoneXR_U', 'iPhone11_M', 'iPhone7_X', 'iPhoneXSMax_M', 'XiaomiRedmi4_B', 'XiaomiRedmiNote7_S', 'GooglePixel3A_V', 'iPhone11_B')",0.8774331742107621,0.8822664755531877,0.8871533198827098,9,0,1.0,10
"('HuaweiP10_Q', 'XiaomiRedmi4_B', 'iPhone11_C', 'iPhone11_F', 'SamsungJ6_K', 'OppoFindX3Neo_A', 'iPhone12Pro_C', 'HuaweiHonor9_R', 'SamsungS7_I', 'HuaweiL21_D', 'iPhoneXR_L')",0.8476871143466304,0.874233498846009,0.9024963017481623,11,1,0.0,11
"('OnePlusNord_O', 'iPhone7_X', 'HuaweiP20_G', 'iPhone11_M', 'SamsungJ6_K', 'GooglePixel3A_L', 'GooglePixel3A_V', 'SamsungM31_A', 'iPhone6_N', 'iPhoneXR_U', 'SamsungS4_C', 'iPhoneXR_A')",0.955110502628273,0.939892805534117,0.9251524279797122,15,0,3.0,12
"('iPhone7_F', 'SamsungJ6_K', 'OppoFindX3Neo_A', 'XiaomiRedmi5_J', 'SamsungS7_I', 'XiaomiRedmiNote9S_T', 'iPhone11_F', 'iPhone12_W', 'HuaweiP20_G', 'iPhone12_M', 'iPhone12Pro_C', 'HuaweiHonor9_R', 'iPhone11_B')",0.8630758922169486,0.8947333566364648,0.9288016289475692,13,0,0.0,13
"('iPhone12_M', 'XiaomiRedmi4_B', 'iPhoneXR_U', 'iPhoneXR_A', 'XiaomiRedmiNote9S_T', 'HuaweiP10_Q', 'OppoFindX3Neo_A', 'XiaomiA2_E', 'iPhone11_C', 'S21Ultra_M', 'iPhone12_W', 'iPhone12Pro_C', 'GooglePixel3A_L', 'iPhone11_M')",0.8508714207217071,0.8620450789602815,0.8735161076195254,13,0,1.0,14
"('XiaomiRedmiNote9S_T', 'SamsungM31_A', 'HuaweiHonor9_R', 'XiaomiA2_E', 'SamsungS4_C', 'iPhoneXSMax_M', 'SamsungJ6_K', 'iPhone11_C', 'SamsungS7_I', 'iPhone11_M', 'S21Ultra_M', 'iPhoneXR_A', 'iPhone6_N', 'OnePlusNord_O', 'SamsungS6_H')",0.8536050815742166,0.8918650747606172,0.9337157612607356,11,0,4.0,15
"('iPhoneXR_L', 'OnePlusNord_O', 'OppoFindX3Neo_A', 'SamsungS6_H', 'XiaomiRedmiNote9S_T', 'SamsungS4_C', 'iPhone7_X', 'SamsungJ6_K', 'iPhone11_M', 'iPhone12_W', 'GooglePixel3A_L', 'iPhone11_F', 'iPhoneXR_A', 'S21Ultra_M', 'iPhone12_M', 'GooglePixel3A_V')",0.828029017474632,0.8835345919729191,0.9470162837745598,14,0,2.0,16
"('iPhoneXR_U', 'XiaomiRedmiNote9S_T', 'iPhone12_M', 'iPhone12_W', 'OppoFindX3Neo_A', 'iPhone11_B', 'iPhoneXR_A', 'SamsungS4_C', 'iPhone7_X', 'iPhone11_C', 'OnePlusNord_O', 'iPhone7_F', 'S21Ultra_M', 'HuaweiP10_Q', 'HuaweiL21_D', 'GooglePixel3A_V', 'SamsungJ6_K')",0.8317403366524143,0.8909899076632092,0.9593282906601186,14,0,3.0,17
"('iPhone7_X', 'HuaweiHonor9_R', 'XiaomiRedmiNote9S_T', 'SamsungS4_C', 'iPhone12Pro_C', 'HuaweiP10_Q', 'iPhoneXR_U', 'SamsungJ6_K', 'SamsungM31_A', 'iPhoneXSMax_M', 'SamsungS7_I', 'HuaweiP20_G', 'OnePlusNord_O', 'iPhone7_F', 'XiaomiRedmiNote7_S', 'iPhoneXR_A', 'XiaomiRedmi5_J', 'S21Ultra_M')",0.9267087957732479,0.939533948575076,0.9527190696193717,18,0,0.0,18
"('SamsungM31_A', 'XiaomiRedmi5_J', 'iPhoneXR_A', 'iPhone6_N', 'XiaomiRedmi4_B', 'iPhone12_W', 'SamsungJ6_K', 'iPhone12Pro_C', 'iPhoneXSMax_M', 'HuaweiL21_D', 'XiaomiA2_E', 'HuaweiHonor9_R', 'HuaweiP10_Q', 'OppoFindX3Neo_A', 'SamsungS6_H', 'XiaomiRedmiNote7_S', 'SamsungS4_C', 'iPhone11_F', 'XiaomiRedmiNote9S_T')",0.8903266956165217,0.9180019652090028,0.9474529706871745,15,0,4.0,19
"('iPhone12_W', 'GooglePixel3A_L', 'S21Ultra_M', 'XiaomiRedmiNote7_S', 'HuaweiL21_D', 'XiaomiA2_E', 'SamsungS4_C', 'iPhone11_F', 'iPhone12Pro_C', 'iPhoneXSMax_M', 'iPhoneXR_L', 'XiaomiRedmiNote9S_T', 'SamsungS6_H', 'iPhone6_N', 'iPhone7_X', 'OppoFindX3Neo_A', 'XiaomiRedmi4_B', 'iPhoneXR_U', 'SamsungJ6_K', 'iPhone11_M')",0.8728781458994257,0.9050575164585527,0.9397003422288819,16,0,4.0,20
"('iPhone11_C', 'XiaomiA2_E', 'iPhoneXSMax_M', 'HuaweiHonor9_R', 'iPhoneXR_L', 'iPhone6_N', 'iPhoneXR_U', 'iPhone11_M', 'SamsungJ6_K', 'iPhone7_X', 'SamsungS7_I', 'HuaweiL21_D', 'HuaweiP10_Q', 'GooglePixel3A_V', 'iPhone11_B', 'iPhone12_M', 'XiaomiRedmi4_B', 'iPhone11_F', 'XiaomiRedmiNote9S_T', 'XiaomiRedmi5_J', 'S21Ultra_M')",0.7819171426305037,0.8440102756984673,0.9168159082745786,15,0,6.0,21
"('S21Ultra_M', 'iPhone12_M', 'XiaomiA2_E', 'SamsungS4_C', 'iPhone11_F', 'iPhone12Pro_C', 'iPhone11_M', 'XiaomiRedmiNote7_S', 'SamsungS7_I', 'XiaomiRedmiNote9S_T', 'HuaweiP10_Q', 'iPhoneXR_U', 'iPhone11_C', 'HuaweiL21_D', 'XiaomiRedmi4_B', 'iPhone7_X', 'iPhoneXSMax_M', 'GooglePixel3A_V', 'iPhoneXR_A', 'HuaweiP20_G', 'iPhone11_B', 'OppoFindX3Neo_A')",0.9020315379868059,0.9183502234042554,0.935270231232193,19,0,3.0,22
"('iPhone7_X', 'XiaomiRedmi4_B', 'iPhone7_F', 'SamsungS4_C', 'HuaweiL21_D', 'iPhone11_F', 'iPhoneXR_A', 'XiaomiRedmiNote7_S', 'iPhone11_C', 'iPhone6_N', 'GooglePixel3A_V', 'SamsungS6_H', 'S21Ultra_M', 'OnePlusNord_O', 'iPhoneXSMax_M', 'XiaomiA2_E', 'HuaweiHonor9_R', 'iPhone11_B', 'SamsungM31_A', 'iPhone12_W', 'SamsungJ6_K', 'GooglePixel3A_L', 'iPhone12Pro_C')",0.8731586117676129,0.9093701183370251,0.9487150922423834,15,0,8.0,23
"('iPhone11_F', 'XiaomiRedmi4_B', 'HuaweiP10_Q', 'iPhone12_W', 'XiaomiRedmiNote9S_T', 'OnePlusNord_O', 'HuaweiHonor9_R', 'iPhone12_M', 'XiaomiRedmiNote7_S', 'iPhone7_F', 'iPhone7_X', 'iPhone12Pro_C', 'OppoFindX3Neo_A', 'SamsungM31_A', 'iPhoneXR_L', 'GooglePixel3A_L', 'S21Ultra_M', 'iPhone11_M', 'iPhone6_N', 'XiaomiRedmi5_J', 'iPhoneXR_U', 'XiaomiA2_E', 'GooglePixel3A_V', 'iPhoneXR_A')",0.8462810683105446,0.8860130436368419,0.9296595478543401,18,0,6.0,24
"('S21Ultra_M', 'GooglePixel3A_L', 'SamsungS4_C', 'iPhone12_W', 'iPhoneXR_A', 'OppoFindX3Neo_A', 'XiaomiRedmiNote9S_T', 'SamsungM31_A', 'iPhoneXR_U', 'HuaweiP20_G', 'iPhoneXSMax_M', 'GooglePixel3A_V', 'HuaweiP10_Q', 'SamsungS7_I', 'XiaomiRedmi5_J', 'HuaweiL21_D', 'HuaweiHonor9_R', 'XiaomiRedmi4_B', 'iPhone7_F', 'SamsungS6_H', 'iPhone12Pro_C', 'iPhone11_M', 'SamsungJ6_K', 'iPhone11_F', 'XiaomiA2_E')",0.8452443900530995,0.8883866933398379,0.9361699478560853,19,0,6.0,25
"('iPhoneXSMax_M', 'XiaomiA2_E', 'iPhoneXR_L', 'iPhone11_B', 'GooglePixel3A_V', 'iPhone12Pro_C', 'iPhone12_W', 'iPhone11_F', 'XiaomiRedmi5_J', 'SamsungJ6_K', 'iPhoneXR_U', 'iPhone11_C', 'GooglePixel3A_L', 'iPhone7_X', 'XiaomiRedmi4_B', 'SamsungS6_H', 'SamsungS7_I', 'HuaweiL21_D', 'OppoFindX3Neo_A', 'SamsungS4_C', 'iPhone11_M', 'iPhoneXR_A', 'iPhone12_M', 'HuaweiP20_G', 'HuaweiHonor9_R', 'SamsungM31_A')",0.7932533858596813,0.8583481743822151,0.9350814480048059,17,1,9.0,26
"('S21Ultra_M', 'XiaomiRedmiNote7_S', 'iPhone11_B', 'iPhone11_C', 'XiaomiRedmiNote9S_T', 'iPhoneXR_U', 'iPhone11_M', 'SamsungM31_A', 'SamsungS6_H', 'iPhoneXR_L', 'XiaomiRedmi5_J', 'SamsungJ6_K', 'XiaomiA2_E', 'iPhone6_N', 'SamsungS7_I', 'HuaweiL21_D', 'iPhone7_F', 'OnePlusNord_O', 'XiaomiRedmi4_B', 'OppoFindX3Neo_A', 'iPhone12Pro_C', 'iPhoneXR_A', 'HuaweiP20_G', 'iPhone7_X', 'SamsungS4_C', 'iPhoneXSMax_M', 'iPhone12_W')",0.8515707037467909,0.8943751431807768,0.9417104838555919,20,0,7.0,27
"('OnePlusNord_O', 'iPhone11_C', 'SamsungS7_I', 'SamsungM31_A', 'iPhone11_F', 'S21Ultra_M', 'SamsungS4_C', 'HuaweiP10_Q', 'iPhone7_X', 'XiaomiRedmi4_B', 'HuaweiHonor9_R', 'iPhone11_M', 'iPhone12_M', 'iPhoneXR_U', 'iPhoneXR_L', 'HuaweiL21_D', 'iPhone6_N', 'iPhone12_W', 'iPhone7_F', 'GooglePixel3A_L', 'SamsungJ6_K', 'XiaomiA2_E', 'XiaomiRedmi5_J', 'HuaweiP20_G', 'GooglePixel3A_V', 'iPhoneXSMax_M', 'iPhone11_B', 'SamsungS6_H')",0.8108752191966984,0.8705922802557811,0.939804352033714,20,0,8.0,28
"('iPhone7_F', 'HuaweiL21_D', 'iPhoneXR_L', 'SamsungJ6_K', 'iPhone11_B', 'iPhoneXR_A', 'SamsungS4_C', 'iPhoneXR_U', 'XiaomiRedmiNote9S_T', 'XiaomiRedmi5_J', 'OnePlusNord_O', 'HuaweiP10_Q', 'XiaomiRedmi4_B', 'OppoFindX3Neo_A', 'iPhone12_W', 'iPhone6_N', 'XiaomiRedmiNote7_S', 'iPhone12_M', 'SamsungS6_H', 'iPhone11_F', 'iPhoneXSMax_M', 'iPhone11_C', 'iPhone11_M', 'S21Ultra_M', 'XiaomiA2_E', 'GooglePixel3A_L', 'SamsungS7_I', 'HuaweiP20_G', 'HuaweiHonor9_R')",0.8355332158622515,0.8869383384729738,0.9450833972073105,21,0,8.0,29
"('GooglePixel3A_V', 'SamsungS4_C', 'S21Ultra_M', 'iPhone11_M', 'iPhone12_M', 'SamsungJ6_K', 'SamsungM31_A', 'iPhoneXR_U', 'GooglePixel3A_L', 'HuaweiP20_G', 'HuaweiP10_Q', 'XiaomiRedmiNote9S_T', 'SamsungS6_H', 'HuaweiHonor9_R', 'iPhoneXR_A', 'iPhone7_X', 'iPhone11_B', 'OnePlusNord_O', 'XiaomiRedmi4_B', 'XiaomiA2_E', 'OppoFindX3Neo_A', 'iPhone12Pro_C', 'XiaomiRedmi5_J', 'iPhone12_W', 'iPhone11_F', 'iPhone7_F', 'SamsungS7_I', 'iPhoneXR_L', 'iPhone11_C', 'XiaomiRedmiNote7_S')",0.8469023396787642,0.893455843568566,0.945425057777435,21,0,9.0,30
"('HuaweiL21_D', 'SamsungJ6_K', 'HuaweiP20_G', 'iPhone12_M', 'iPhone11_B', 'GooglePixel3A_V', 'iPhone11_F', 'HuaweiHonor9_R', 'S21Ultra_M', 'XiaomiA2_E', 'iPhone6_N', 'SamsungS7_I', 'XiaomiRedmi4_B', 'iPhone7_X', 'iPhone12Pro_C', 'iPhone11_M', 'iPhoneXR_A', 'OnePlusNord_O', 'SamsungS6_H', 'XiaomiRedmi5_J', 'iPhone7_F', 'iPhoneXR_L', 'iPhone11_C', 'XiaomiRedmiNote9S_T', 'HuaweiP10_Q', 'OppoFindX3Neo_A', 'XiaomiRedmiNote7_S', 'SamsungS4_C', 'iPhone12_W', 'GooglePixel3A_L', 'iPhoneXSMax_M')",0.8353489394016765,0.8873038060757729,0.946149989049276,22,0,9.0,31
"('iPhone12_W', 'HuaweiL21_D', 'GooglePixel3A_L', 'OnePlusNord_O', 'SamsungJ6_K', 'iPhoneXR_A', 'iPhone12_M', 'HuaweiP10_Q', 'iPhone6_N', 'S21Ultra_M', 'iPhone7_X', 'SamsungM31_A', 'iPhoneXR_U', 'iPhoneXR_L', 'XiaomiRedmi4_B', 'SamsungS7_I', 'HuaweiP20_G', 'iPhoneXSMax_M', 'iPhone7_F', 'iPhone12Pro_C', 'SamsungS4_C', 'iPhone11_C', 'XiaomiRedmiNote7_S', 'iPhone11_F', 'XiaomiRedmi5_J', 'GooglePixel3A_V', 'SamsungS6_H', 'iPhone11_M', 'iPhone11_B', 'XiaomiA2_E', 'XiaomiRedmiNote9S_T', 'OppoFindX3Neo_A')",0.8300669845607492,0.8831149466837623,0.9434061968194061,22,0,10.0,32
"('iPhoneXSMax_M', 'OppoFindX3Neo_A')",1.0000000000000002,0.7219047147553699,0.5648285562818548,4,1,2.0,2
"('iPhoneXSMax_M', 'SamsungS6_H', 'iPhone11_M')",0.8037012344332263,0.7281187587007444,0.6655302929147782,3,0,0.0,3
"('iPhone11_M', 'SamsungJ6_K', 'XiaomiRedmi4_B', 'OnePlusNord_O')",0.8975485043308424,0.7741142541472014,0.6805257854932258,7,4,3.0,4
"('SamsungJ6_K', 'XiaomiRedmi5_J', 'SamsungS6_H', 'SamsungS4_C', 'HuaweiP10_Q')",0.9775383616722866,0.9622984763914108,0.9475264782828958,6,0,1.0,5
"('SamsungS4_C', 'iPhoneXR_U', 'XiaomiA2_E', 'iPhone12_M', 'XiaomiRedmiNote9S_T', 'iPhoneXR_A')",0.9317360420779495,0.9184173171154434,0.9054739956550695,5,0,1.0,6
"('iPhone7_X', 'iPhone11_C', 'iPhone7_F', 'iPhoneXR_U', 'SamsungM31_A', 'HuaweiP10_Q', 'XiaomiA2_E')",0.9809119429471446,0.9109200854417372,0.8502513650587719,9,0,2.0,7
"('HuaweiP10_Q', 'iPhoneXR_L', 'XiaomiA2_E', 'iPhone11_C', 'SamsungJ6_K', 'iPhone12_W', 'S21Ultra_M', 'XiaomiRedmiNote9S_T')",0.7105824224403037,0.7868279942372804,0.8814025885804083,10,2,2.0,8
"('HuaweiL21_D', 'iPhone11_M', 'XiaomiRedmi5_J', 'HuaweiHonor9_R', 'SamsungJ6_K', 'XiaomiA2_E', 'iPhone7_F', 'GooglePixel3A_V', 'iPhone12_W')",0.6752538500675155,0.7666936304126245,0.886776891150515,6,4,3.0,9
"('iPhone12Pro_C', 'XiaomiRedmiNote9S_T', 'HuaweiHonor9_R', 'iPhone11_C', 'iPhone7_F', 'iPhone7_X', 'iPhoneXR_L', 'iPhone11_B', 'iPhone12_W', 'XiaomiRedmi5_J')",0.8015742577190109,0.8676405953750663,0.9455756317962153,9,0,1.0,10
"('iPhone12_M', 'iPhoneXR_A', 'XiaomiRedmiNote9S_T', 'XiaomiRedmiNote7_S', 'iPhone12_W', 'iPhone12Pro_C', 'GooglePixel3A_V', 'XiaomiA2_E', 'iPhoneXR_L', 'iPhone11_C', 'OnePlusNord_O')",0.708074785042789,0.7953296944511341,0.9071115866919085,7,0,4.0,11
"('iPhone11_C', 'iPhoneXR_L', 'XiaomiRedmi5_J', 'HuaweiP10_Q', 'GooglePixel3A_V', 'XiaomiA2_E', 'HuaweiL21_D', 'iPhone12_W', 'SamsungM31_A', 'iPhone11_M', 'HuaweiHonor9_R', 'iPhoneXR_U')",0.685372913723649,0.780223835781515,0.9055450791557774,9,0,3.0,12
"('SamsungS4_C', 'HuaweiHonor9_R', 'OppoFindX3Neo_A', 'iPhone11_M', 'XiaomiA2_E', 'iPhone7_X', 'XiaomiRedmi5_J', 'iPhone6_N', 'iPhone11_B', 'HuaweiP20_G', 'iPhoneXSMax_M', 'iPhoneXR_A', 'SamsungJ6_K')",0.8661560426350805,0.8917308254967815,0.9188618398609535,15,1,2.0,13
"('iPhone12_M', 'iPhone6_N', 'iPhoneXSMax_M', 'SamsungM31_A', 'iPhone11_F', 'iPhone11_B', 'GooglePixel3A_V', 'iPhone12_W', 'iPhone11_C', 'iPhoneXR_L', 'iPhoneXR_A', 'HuaweiHonor9_R', 'iPhone11_M', 'HuaweiL21_D')",0.5828059276901412,0.7227202921729514,0.9510356604900321,8,0,6.0,14
"('iPhone12_M', 'XiaomiRedmiNote9S_T', 'S21Ultra_M', 'iPhone12Pro_C', 'iPhone7_F', 'iPhone11_F', 'iPhone11_B', 'HuaweiP10_Q', 'SamsungM31_A', 'HuaweiHonor9_R', 'iPhoneXR_U', 'iPhone7_X', 'iPhone12_W', 'SamsungS4_C', 'SamsungJ6_K')",0.8766505503282306,0.9260608535640191,0.9813736212276049,13,0,2.0,15
"('iPhone12_W', 'S21Ultra_M', 'iPhone11_B', 'iPhone11_M', 'HuaweiHonor9_R', 'SamsungJ6_K', 'XiaomiRedmiNote7_S', 'SamsungS6_H', 'iPhone11_C', 'SamsungM31_A', 'HuaweiP10_Q', 'iPhone11_F', 'XiaomiRedmi5_J', 'iPhone7_X', 'SamsungS7_I', 'iPhone12_M')",0.834980315893509,0.892019374227686,0.9574226995139895,14,6,2.0,16
"('iPhone12Pro_C', 'GooglePixel3A_V', 'SamsungS4_C', 'SamsungJ6_K', 'HuaweiP20_G', 'OnePlusNord_O', 'SamsungM31_A', 'iPhone12_M', 'XiaomiRedmi4_B', 'iPhone7_F', 'OppoFindX3Neo_A', 'HuaweiP10_Q', 'iPhone11_F', 'HuaweiHonor9_R', 'iPhoneXR_A', 'HuaweiL21_D', 'XiaomiRedmi5_J')",0.9378529476436277,0.9388722296762352,0.9398937296817873,17,0,0.0,17
"('HuaweiHonor9_R', 'iPhone11_F', 'iPhone7_X', 'iPhone12_M', 'iPhone11_B', 'HuaweiP10_Q', 'iPhoneXR_L', 'SamsungS6_H', 'iPhone7_F', 'HuaweiP20_G', 'iPhone12Pro_C', 'iPhone6_N', 'iPhone11_M', 'XiaomiA2_E', 'GooglePixel3A_V', 'SamsungS7_I', 'SamsungS4_C', 'OppoFindX3Neo_A')",0.8738463375398521,0.9054996015706847,0.9395321991660432,17,1,1.0,18
"('iPhone7_X', 'XiaomiRedmiNote9S_T', 'iPhone12_M', 'iPhone12Pro_C', 'iPhone12_W', 'XiaomiA2_E', 'OppoFindX3Neo_A', 'XiaomiRedmiNote7_S', 'iPhone6_N', 'SamsungJ6_K', 'XiaomiRedmi4_B', 'OnePlusNord_O', 'SamsungS4_C', 'iPhoneXR_U', 'iPhone7_F', 'iPhone11_B', 'iPhoneXR_A', 'SamsungS6_H', 'S21Ultra_M')",0.9165009392685791,0.9287937173330131,0.9414207378850179,16,0,3.0,19
"('iPhone6_N', 'SamsungM31_A', 'iPhoneXSMax_M', 'OnePlusNord_O', 'iPhone12_W', 'iPhone11_B', 'HuaweiP10_Q', 'S21Ultra_M', 'GooglePixel3A_V', 'iPhone11_C', 'XiaomiRedmi4_B', 'SamsungS4_C', 'XiaomiRedmiNote7_S', 'HuaweiL21_D', 'XiaomiRedmi5_J', 'iPhone7_F', 'SamsungJ6_K', 'HuaweiHonor9_R', 'SamsungS6_H', 'iPhone11_M')",0.9015094992403561,0.9277341158153751,0.9555301762211446,15,0,5.0,20
