Labels Combination,homogeneity,v_measure,completeness,No. of Clusters,No. of Noise,rmse,length
"('HuaweiHonor9_R', 'HuaweiP10_Q', 'iPhoneXR_L', 'iPhone6_N', 'iPhone11_F', 'GooglePixel3A_V', 'iPhone12_M', 'GooglePixel3A_L', 'SamsungS7_I', 'iPhoneXR_U', 'iPhone11_C', 'OppoFindX3Neo_A', 'iPhoneXSMax_M', 'iPhone12Pro_C', 'iPhone12_W', 'OnePlusNord_O')",0.6542586013689964,0.7646509985825806,0.9198576580888053,12,0,4.0,16
"('iPhoneXSMax_M', 'iPhoneXR_A', 'SamsungS4_C', 'GooglePixel3A_V', 'iPhone11_B', 'iPhone11_C', 'iPhone11_F', 'iPhone7_X', 'XiaomiRedmi4_B', 'iPhone6_N', 'iPhone12_M', 'GooglePixel3A_L', 'iPhone12Pro_C', 'XiaomiRedmiNote7_S', 'iPhone12_W', 'SamsungS7_I', 'iPhone7_F')",0.8803697767766154,0.9153255206723913,0.953171928748754,11,0,6.0,17
"('GooglePixel3A_V', 'XiaomiRedmiNote7_S', 'iPhoneXR_U', 'SamsungJ6_K', 'GooglePixel3A_L', 'XiaomiRedmi5_J', 'iPhone6_N', 'iPhone11_M', 'iPhone11_F', 'SamsungS7_I', 'HuaweiP20_G', 'HuaweiL21_D', 'iPhone12_M', 'iPhone7_F', 'HuaweiP10_Q', 'OppoFindX3Neo_A', 'OnePlusNord_O', 'S21Ultra_M')",0.8759574387397702,0.8999731657745097,0.9253428707565265,18,0,0.0,18
"('iPhone11_M', 'XiaomiRedmiNote7_S', 'iPhone12_W', 'SamsungS6_H', 'HuaweiHonor9_R', 'SamsungS4_C', 'iPhoneXR_A', 'XiaomiA2_E', 'XiaomiRedmiNote9S_T', 'OppoFindX3Neo_A', 'iPhoneXSMax_M', 'iPhone12Pro_C', 'SamsungJ6_K', 'iPhone7_X', 'GooglePixel3A_V', 'iPhone11_B', 'iPhone6_N', 'XiaomiRedmi5_J', 'OnePlusNord_O')",0.8485667406982484,0.8937908558817703,0.9441067476726196,15,0,4.0,19
"('iPhoneXR_L', 'HuaweiL21_D', 'iPhone11_C', 'GooglePixel3A_L', 'iPhone11_M', 'HuaweiP20_G', 'HuaweiHonor9_R', 'XiaomiRedmi4_B', 'SamsungS7_I', 'iPhoneXSMax_M', 'SamsungM31_A', 'XiaomiRedmiNote9S_T', 'iPhoneXR_U', 'XiaomiRedmi5_J', 'GooglePixel3A_V', 'OppoFindX3Neo_A', 'OnePlusNord_O', 'iPhone12_W', 'HuaweiP10_Q', 'iPhoneXR_A')",0.8393243422818144,0.877818516894919,0.9200133549919124,18,0,2.0,20
"('HuaweiP10_Q', 'XiaomiRedmiNote7_S', 'iPhone7_X', 'iPhoneXR_U', 'XiaomiRedmiNote9S_T', 'iPhone11_F', 'GooglePixel3A_V', 'HuaweiP20_G', 'SamsungM31_A', 'GooglePixel3A_L', 'OnePlusNord_O', 'iPhoneXR_L', 'iPhoneXSMax_M', 'SamsungS6_H', 'HuaweiHonor9_R', 'SamsungJ6_K', 'iPhone12_W', 'OppoFindX3Neo_A', 'iPhoneXR_A', 'SamsungS7_I', 'iPhone11_M')",0.8300101592324938,0.8781210551360468,0.9321525559389775,19,0,2.0,21
"('iPhone11_F', 'iPhone12_M', 'iPhoneXR_U', 'iPhone12Pro_C', 'HuaweiP10_Q', 'iPhone12_W', 'iPhone11_M', 'iPhoneXR_A', 'HuaweiHonor9_R', 'XiaomiRedmi5_J', 'SamsungS4_C', 'GooglePixel3A_V', 'HuaweiL21_D', 'SamsungS7_I', 'OppoFindX3Neo_A', 'iPhoneXR_L', 'SamsungM31_A', 'SamsungS6_H', 'XiaomiRedmi4_B', 'HuaweiP20_G', 'GooglePixel3A_L', 'iPhone7_F')",0.8705591633712803,0.9070500679723686,0.9467339633259623,17,1,5.0,22
"('XiaomiRedmiNote7_S', 'iPhone7_X', 'XiaomiRedmi4_B', 'OppoFindX3Neo_A', 'SamsungS4_C', 'iPhoneXSMax_M', 'SamsungS6_H', 'SamsungS7_I', 'HuaweiP20_G', 'iPhone11_F', 'XiaomiRedmiNote9S_T', 'iPhone12Pro_C', 'iPhone6_N', 'HuaweiHonor9_R', 'SamsungJ6_K', 'iPhoneXR_A', 'iPhone11_B', 'XiaomiRedmi5_J', 'HuaweiP10_Q', 'iPhoneXR_L', 'OnePlusNord_O', 'iPhoneXR_U', 'SamsungM31_A')",0.9184337594641598,0.9329996547243533,0.94803501087177,20,0,3.0,23
"('SamsungJ6_K', 'iPhone12_M', 'SamsungM31_A', 'SamsungS4_C', 'HuaweiL21_D', 'HuaweiHonor9_R', 'GooglePixel3A_L', 'iPhoneXSMax_M', 'XiaomiA2_E', 'iPhoneXR_A', 'S21Ultra_M', 'iPhone7_X', 'HuaweiP10_Q', 'iPhone7_F', 'HuaweiP20_G', 'SamsungS7_I', 'iPhoneXR_U', 'XiaomiRedmiNote7_S', 'GooglePixel3A_V', 'iPhone6_N', 'XiaomiRedmi5_J', 'XiaomiRedmiNote9S_T', 'iPhone11_M', 'SamsungS6_H')",0.8387988490128445,0.8903647415779558,0.9486860456238952,19,0,5.0,24
"('iPhone11_C', 'iPhone12_M', 'GooglePixel3A_L', 'SamsungJ6_K', 'SamsungS7_I', 'SamsungS6_H', 'iPhoneXR_U', 'HuaweiHonor9_R', 'iPhone12Pro_C', 'XiaomiRedmiNote7_S', 'OppoFindX3Neo_A', 'XiaomiRedmiNote9S_T', 'XiaomiRedmi5_J', 'HuaweiP20_G', 'iPhone7_F', 'iPhone11_B', 'HuaweiP10_Q', 'S21Ultra_M', 'iPhoneXSMax_M', 'XiaomiA2_E', 'iPhone11_M', 'iPhone12_W', 'GooglePixel3A_V', 'SamsungS4_C', 'OnePlusNord_O')",0.8081078311632288,0.8699948894546344,0.9421470277952705,18,0,7.0,25
"('XiaomiRedmiNote7_S', 'iPhone6_N', 'SamsungJ6_K', 'XiaomiRedmi4_B', 'iPhone12_W', 'HuaweiHonor9_R', 'SamsungS4_C', 'S21Ultra_M', 'OppoFindX3Neo_A', 'iPhone12Pro_C', 'iPhone11_C', 'iPhoneXR_A', 'iPhone11_B', 'iPhone11_M', 'OnePlusNord_O', 'XiaomiA2_E', 'HuaweiL21_D', 'HuaweiP10_Q', 'iPhone11_F', 'GooglePixel3A_L', 'XiaomiRedmiNote9S_T', 'HuaweiP20_G', 'iPhoneXR_L', 'SamsungS6_H', 'iPhoneXR_U', 'iPhone12_M')",0.8681953989181163,0.9051583620783952,0.94540863835788,21,0,5.0,26
"('iPhone11_F', 'iPhone7_F', 'iPhone6_N', 'iPhoneXR_L', 'iPhoneXR_U', 'iPhone11_C', 'iPhone11_B', 'HuaweiP10_Q', 'SamsungJ6_K', 'SamsungM31_A', 'iPhoneXR_A', 'OnePlusNord_O', 'XiaomiRedmi4_B', 'iPhone12Pro_C', 'HuaweiP20_G', 'SamsungS6_H', 'iPhone11_M', 'iPhone12_M', 'SamsungS4_C', 'XiaomiA2_E', 'XiaomiRedmi5_J', 'OppoFindX3Neo_A', 'iPhone7_X', 'HuaweiL21_D', 'XiaomiRedmiNote9S_T', 'iPhoneXSMax_M', 'HuaweiHonor9_R')",0.8500488539109677,0.8912424155635505,0.9366318068975769,20,0,7.0,27
"('iPhone12_W', 'iPhone12Pro_C', 'HuaweiL21_D', 'iPhoneXR_A', 'XiaomiRedmiNote9S_T', 'OnePlusNord_O', 'iPhone7_X', 'XiaomiRedmiNote7_S', 'HuaweiP20_G', 'iPhone11_F', 'iPhoneXSMax_M', 'GooglePixel3A_L', 'XiaomiA2_E', 'iPhone7_F', 'iPhone11_C', 'SamsungJ6_K', 'HuaweiHonor9_R', 'SamsungS7_I', 'SamsungM31_A', 'OppoFindX3Neo_A', 'XiaomiRedmi5_J', 'iPhone6_N', 'HuaweiP10_Q', 'iPhoneXR_L', 'SamsungS4_C', 'SamsungS6_H', 'iPhone12_M', 'iPhone11_M')",0.8109757209591714,0.8742584889711739,0.9482534315769733,20,0,8.0,28
"('iPhone12_M', 'HuaweiP10_Q', 'XiaomiA2_E', 'iPhone11_B', 'XiaomiRedmi4_B', 'XiaomiRedmiNote9S_T', 'SamsungS6_H', 'XiaomiRedmiNote7_S', 'XiaomiRedmi5_J', 'iPhone11_M', 'SamsungS7_I', 'iPhone12_W', 'GooglePixel3A_V', 'SamsungS4_C', 'iPhone11_F', 'HuaweiHonor9_R', 'HuaweiL21_D', 'OppoFindX3Neo_A', 'SamsungM31_A', 'iPhoneXR_L', 'HuaweiP20_G', 'iPhone7_F', 'iPhone12Pro_C', 'SamsungJ6_K', 'GooglePixel3A_L', 'OnePlusNord_O', 'iPhone7_X', 'iPhoneXR_A', 'iPhoneXSMax_M')",0.8372052757688668,0.8877481555105136,0.944785772271445,20,0,9.0,29
"('OnePlusNord_O', 'GooglePixel3A_L', 'HuaweiL21_D', 'S21Ultra_M', 'OppoFindX3Neo_A', 'XiaomiRedmi5_J', 'iPhone12Pro_C', 'iPhone7_F', 'XiaomiRedmiNote7_S', 'XiaomiRedmiNote9S_T', 'iPhone11_M', 'iPhone6_N', 'iPhone7_X', 'XiaomiA2_E', 'SamsungS4_C', 'SamsungS6_H', 'iPhone11_B', 'HuaweiP10_Q', 'HuaweiP20_G', 'iPhoneXR_U', 'iPhone11_C', 'GooglePixel3A_V', 'XiaomiRedmi4_B', 'iPhoneXSMax_M', 'iPhone11_F', 'iPhoneXR_A', 'SamsungJ6_K', 'iPhone12_W', 'iPhone12_M', 'HuaweiHonor9_R')",0.8533006180438216,0.8964004375318118,0.9440857732108708,22,0,8.0,30
"('iPhone11_B', 'iPhone11_F', 'XiaomiA2_E', 'iPhone12_W', 'OnePlusNord_O', 'XiaomiRedmi5_J', 'XiaomiRedmi4_B', 'SamsungS4_C', 'iPhone6_N', 'HuaweiL21_D', 'iPhoneXR_L', 'iPhone11_M', 'SamsungM31_A', 'HuaweiHonor9_R', 'SamsungJ6_K', 'GooglePixel3A_V', 'iPhone12Pro_C', 'GooglePixel3A_L', 'SamsungS7_I', 'HuaweiP20_G', 'iPhone11_C', 'XiaomiRedmiNote7_S', 'SamsungS6_H', 'iPhoneXSMax_M', 'iPhone7_F', 'XiaomiRedmiNote9S_T', 'HuaweiP10_Q', 'iPhoneXR_A', 'OppoFindX3Neo_A', 'S21Ultra_M', 'iPhoneXR_U')",0.8341456947027621,0.8863949465379212,0.9456271801790126,21,0,10.0,31
"('XiaomiA2_E', 'iPhone12_W', 'iPhone11_C', 'HuaweiP20_G', 'iPhoneXR_A', 'iPhoneXR_L', 'iPhone11_F', 'SamsungS7_I', 'SamsungS6_H', 'GooglePixel3A_L', 'iPhone11_B', 'OnePlusNord_O', 'iPhoneXSMax_M', 'XiaomiRedmiNote9S_T', 'iPhoneXR_U', 'iPhone12_M', 'iPhone12Pro_C', 'iPhone6_N', 'HuaweiL21_D', 'HuaweiP10_Q', 'XiaomiRedmiNote7_S', 'SamsungS4_C', 'GooglePixel3A_V', 'SamsungJ6_K', 'SamsungM31_A', 'HuaweiHonor9_R', 'OppoFindX3Neo_A', 'XiaomiRedmi4_B', 'S21Ultra_M', 'iPhone7_F', 'XiaomiRedmi5_J', 'iPhone11_M')",0.8261266226927252,0.8820534480478793,0.9461023471951018,21,0,11.0,32
"('SamsungS4_C', 'SamsungM31_A')",1.0,1.0,1.0,1,0,1.0,2
"('iPhoneXR_U', 'XiaomiRedmiNote9S_T', 'S21Ultra_M')",0.9901583396782313,0.8770959890429866,0.7872077779854446,4,0,1.0,3
"('SamsungS4_C', 'iPhone11_C', 'iPhone7_X', 'HuaweiL21_D')",1.0,0.9882037548479369,0.9766825678419271,4,0,0.0,4
"('iPhone11_M', 'GooglePixel3A_L', 'iPhoneXR_U', 'S21Ultra_M', 'SamsungS6_H')",0.9438391347410106,0.8811779865955011,0.8263189614174147,6,0,1.0,5
"('iPhone12_M', 'iPhoneXR_U', 'SamsungS7_I', 'iPhone11_F', 'XiaomiRedmi4_B', 'iPhoneXR_L')",0.8528104520446068,0.828662676404508,0.8058447590175305,5,0,1.0,6
"('iPhone7_X', 'iPhoneXR_U', 'HuaweiP20_G', 'HuaweiHonor9_R', 'XiaomiRedmiNote9S_T', 'GooglePixel3A_L', 'iPhone12_W')",0.9844717751151112,0.9490865381389862,0.9161567728241071,11,0,4.0,7
"('XiaomiA2_E', 'XiaomiRedmiNote9S_T', 'GooglePixel3A_V', 'S21Ultra_M', 'OppoFindX3Neo_A', 'XiaomiRedmiNote7_S', 'SamsungJ6_K', 'HuaweiP20_G')",0.925679619225525,0.8969321578513663,0.8699164506410553,12,2,4.0,8
"('iPhoneXR_A', 'iPhoneXR_U', 'XiaomiRedmiNote7_S', 'XiaomiRedmi5_J', 'HuaweiL21_D', 'XiaomiRedmiNote9S_T', 'iPhone7_X', 'S21Ultra_M', 'iPhone12_M')",0.9508281349000048,0.9451296182652703,0.9394989995647631,9,0,0.0,9
"('iPhone12Pro_C', 'HuaweiHonor9_R', 'iPhone12_M', 'iPhoneXSMax_M', 'XiaomiA2_E', 'XiaomiRedmiNote7_S', 'OnePlusNord_O', 'SamsungS7_I', 'HuaweiL21_D', 'iPhoneXR_A')",0.8374827775926657,0.8707249046046575,0.9067150623397507,7,0,3.0,10
"('XiaomiRedmi4_B', 'iPhone11_B', 'iPhone7_F', 'GooglePixel3A_V', 'XiaomiA2_E', 'S21Ultra_M', 'SamsungS4_C', 'HuaweiHonor9_R', 'iPhone7_X', 'HuaweiL21_D', 'OppoFindX3Neo_A')",0.9491529968773913,0.9391147979191526,0.9292867039718077,12,1,1.0,11
"('SamsungS7_I', 'iPhone11_M', 'iPhone7_F', 'iPhoneXR_U', 'iPhone11_B', 'iPhone11_C', 'iPhoneXSMax_M', 'HuaweiP20_G', 'iPhone7_X', 'HuaweiP10_Q', 'OnePlusNord_O', 'iPhoneXR_A')",0.8033033746427822,0.831868173957159,0.8625393554392875,12,0,0.0,12
"('HuaweiL21_D', 'iPhone11_M', 'XiaomiRedmiNote7_S', 'S21Ultra_M', 'iPhone11_B', 'iPhoneXR_L', 'HuaweiP20_G', 'SamsungM31_A', 'iPhoneXR_U', 'SamsungJ6_K', 'iPhone12Pro_C', 'XiaomiRedmiNote9S_T', 'iPhoneXR_A')",0.8552584087085149,0.8927760865041829,0.9337363619202685,13,0,0.0,13
"('iPhoneXSMax_M', 'OnePlusNord_O', 'HuaweiP10_Q', 'iPhone12_M', 'iPhone12_W', 'SamsungS7_I', 'GooglePixel3A_V', 'S21Ultra_M', 'iPhone11_C', 'iPhoneXR_L', 'iPhone11_M', 'iPhone12Pro_C', 'OppoFindX3Neo_A', 'iPhone11_F')",0.6053752712541682,0.7171417068809256,0.8795220506514958,12,0,2.0,14
"('iPhone11_C', 'XiaomiRedmi4_B', 'iPhone12_M', 'iPhone6_N', 'iPhone11_F', 'SamsungS6_H', 'iPhoneXR_U', 'HuaweiP10_Q', 'XiaomiRedmiNote9S_T', 'iPhoneXSMax_M', 'S21Ultra_M', 'iPhone12Pro_C', 'SamsungS7_I', 'iPhone7_F', 'XiaomiA2_E')",0.9075555892561755,0.8964840067581811,0.8856793006226087,13,0,2.0,15
"('HuaweiP10_Q', 'HuaweiP20_G', 'SamsungS6_H', 'XiaomiRedmi5_J', 'iPhone12Pro_C', 'S21Ultra_M', 'iPhone11_M', 'SamsungS4_C', 'XiaomiA2_E', 'XiaomiRedmi4_B', 'SamsungM31_A', 'XiaomiRedmiNote9S_T', 'GooglePixel3A_L', 'HuaweiHonor9_R', 'iPhone12_M', 'iPhone12_W')",0.8962666856798558,0.91544550289526,0.9354630662454748,16,0,0.0,16
"('HuaweiP10_Q', 'iPhone12_W', 'OnePlusNord_O', 'SamsungS7_I', 'iPhone6_N', 'iPhoneXR_L', 'XiaomiRedmi4_B', 'S21Ultra_M', 'SamsungM31_A', 'SamsungJ6_K', 'iPhone12_M', 'XiaomiRedmiNote7_S', 'XiaomiRedmiNote9S_T', 'iPhoneXSMax_M', 'iPhone11_C', 'iPhone7_X', 'iPhone11_M')",0.8495395524960508,0.8865746181315981,0.9269859016436255,16,0,1.0,17
"('HuaweiL21_D', 'HuaweiHonor9_R', 'iPhoneXSMax_M', 'iPhone11_C', 'iPhone12_W', 'iPhone6_N', 'XiaomiA2_E', 'GooglePixel3A_L', 'iPhoneXR_L', 'HuaweiP20_G', 'iPhone7_F', 'iPhone11_M', 'iPhone7_X', 'SamsungS7_I', 'OnePlusNord_O', 'HuaweiP10_Q', 'SamsungJ6_K', 'iPhone12Pro_C')",0.7567932788823535,0.8259956348008859,0.90912768613783,17,0,1.0,18
"('XiaomiRedmiNote7_S', 'HuaweiP20_G', 'iPhone11_C', 'SamsungS4_C', 'S21Ultra_M', 'HuaweiHonor9_R', 'iPhoneXR_A', 'iPhone11_F', 'iPhoneXR_L', 'iPhoneXR_U', 'GooglePixel3A_V', 'SamsungS6_H', 'iPhone12_M', 'SamsungJ6_K', 'OppoFindX3Neo_A', 'SamsungS7_I', 'iPhone7_F', 'HuaweiL21_D', 'GooglePixel3A_L')",0.8818811505790348,0.9220097669003157,0.965964462223023,17,1,2.0,19
"('SamsungS7_I', 'iPhoneXR_L', 'HuaweiHonor9_R', 'HuaweiP10_Q', 'XiaomiRedmiNote9S_T', 'OppoFindX3Neo_A', 'XiaomiRedmi5_J', 'iPhone11_F', 'XiaomiA2_E', 'GooglePixel3A_L', 'iPhone12Pro_C', 'SamsungM31_A', 'HuaweiL21_D', 'iPhoneXSMax_M', 'iPhoneXR_A', 'XiaomiRedmi4_B', 'iPhoneXR_U', 'iPhone7_F', 'OnePlusNord_O', 'GooglePixel3A_V')",0.8113882262590024,0.8573960419667073,0.9089350133638279,15,0,5.0,20
"('OnePlusNord_O', 'iPhoneXSMax_M', 'SamsungM31_A', 'SamsungS4_C', 'iPhone7_X', 'SamsungJ6_K', 'HuaweiP10_Q', 'SamsungS6_H', 'iPhone12_M', 'iPhone6_N', 'iPhone11_C', 'iPhone11_F', 'iPhone12Pro_C', 'HuaweiHonor9_R', 'XiaomiRedmi5_J', 'GooglePixel3A_L', 'HuaweiP20_G', 'XiaomiA2_E', 'XiaomiRedmiNote9S_T', 'iPhoneXR_A', 'HuaweiL21_D')",0.8195323654815013,0.8740962547643765,0.9364440413091848,17,0,4.0,21
"('SamsungJ6_K', 'iPhone6_N', 'iPhone11_B', 'iPhone11_F', 'XiaomiA2_E', 'iPhone7_F', 'OnePlusNord_O', 'HuaweiHonor9_R', 'HuaweiL21_D', 'HuaweiP10_Q', 'iPhone12_M', 'XiaomiRedmiNote9S_T', 'SamsungS6_H', 'SamsungS4_C', 'SamsungS7_I', 'SamsungM31_A', 'iPhone12Pro_C', 'OppoFindX3Neo_A', 'XiaomiRedmi5_J', 'XiaomiRedmiNote7_S', 'GooglePixel3A_V', 'iPhone11_M')",0.843927258288313,0.8952231510764607,0.9531583688559243,15,0,7.0,22
"('XiaomiRedmiNote9S_T', 'GooglePixel3A_V', 'iPhone7_F', 'iPhoneXR_L', 'iPhone11_F', 'SamsungJ6_K', 'OnePlusNord_O', 'XiaomiRedmi5_J', 'iPhone11_B', 'iPhone12_W', 'iPhone6_N', 'SamsungS6_H', 'iPhoneXR_A', 'iPhoneXR_U', 'OppoFindX3Neo_A', 'XiaomiRedmi4_B', 'iPhone7_X', 'HuaweiL21_D', 'XiaomiRedmiNote7_S', 'iPhoneXSMax_M', 'SamsungM31_A', 'iPhone11_C', 'iPhone12_M')",0.8261073706868292,0.8775082029007547,0.9357297999361367,15,0,8.0,23
"('GooglePixel3A_L', 'iPhone12Pro_C', 'iPhoneXR_A', 'SamsungM31_A', 'HuaweiP10_Q', 'SamsungS6_H', 'iPhone6_N', 'XiaomiRedmiNote9S_T', 'SamsungS7_I', 'SamsungS4_C', 'XiaomiRedmiNote7_S', 'iPhone11_F', 'HuaweiP20_G', 'XiaomiRedmi4_B', 'HuaweiHonor9_R', 'iPhoneXSMax_M', 'iPhone12_W', 'iPhone11_M', 'iPhone7_X', 'HuaweiL21_D', 'iPhone11_B', 'iPhone7_F', 'OnePlusNord_O', 'S21Ultra_M')",0.9055706933994647,0.9286917173470138,0.953024327103678,19,0,5.0,24
"('XiaomiRedmiNote9S_T', 'iPhone6_N', 'SamsungS7_I', 'iPhone11_M', 'SamsungS6_H', 'HuaweiHonor9_R', 'iPhone11_C', 'XiaomiRedmiNote7_S', 'iPhone12_W', 'iPhone11_B', 'HuaweiP10_Q', 'S21Ultra_M', 'iPhone7_F', 'SamsungJ6_K', 'iPhoneXR_U', 'XiaomiRedmi5_J', 'OnePlusNord_O', 'iPhoneXR_A', 'iPhone11_F', 'HuaweiP20_G', 'iPhone12_M', 'iPhone12Pro_C', 'SamsungM31_A', 'GooglePixel3A_V', 'XiaomiRedmi4_B')",0.8779904740919591,0.9082464199567443,0.940662056690998,18,0,7.0,25
"('iPhone7_F', 'XiaomiRedmi4_B', 'GooglePixel3A_V', 'OppoFindX3Neo_A', 'HuaweiHonor9_R', 'SamsungS7_I', 'HuaweiL21_D', 'XiaomiA2_E', 'iPhone11_B', 'iPhone12_M', 'iPhoneXR_L', 'SamsungJ6_K', 'HuaweiP20_G', 'iPhone6_N', 'GooglePixel3A_L', 'HuaweiP10_Q', 'XiaomiRedmiNote9S_T', 'iPhone11_C', 'iPhoneXR_A', 'iPhoneXR_U', 'S21Ultra_M', 'SamsungS6_H', 'XiaomiRedmiNote7_S', 'iPhone7_X', 'iPhoneXSMax_M', 'iPhone11_F')",0.8539010974503145,0.8906585833746004,0.9307229856166945,22,0,4.0,26
"('XiaomiRedmiNote7_S', 'OppoFindX3Neo_A', 'iPhone12_M', 'iPhone7_X', 'GooglePixel3A_L', 'SamsungM31_A', 'iPhone12_W', 'SamsungS7_I', 'S21Ultra_M', 'XiaomiRedmi5_J', 'HuaweiHonor9_R', 'iPhoneXR_L', 'XiaomiRedmiNote9S_T', 'iPhone11_M', 'XiaomiRedmi4_B', 'XiaomiA2_E', 'iPhone12Pro_C', 'SamsungS4_C', 'iPhoneXR_A', 'iPhoneXR_U', 'SamsungJ6_K', 'iPhone11_B', 'HuaweiP20_G', 'iPhone11_C', 'HuaweiP10_Q', 'GooglePixel3A_V', 'iPhone11_F')",0.8505732653771942,0.8955446122858212,0.9455368559833253,21,0,6.0,27
"('OppoFindX3Neo_A', 'XiaomiA2_E', 'iPhone12Pro_C', 'XiaomiRedmi5_J', 'GooglePixel3A_L', 'GooglePixel3A_V', 'iPhone7_X', 'iPhoneXSMax_M', 'iPhone7_F', 'XiaomiRedmi4_B', 'SamsungS4_C', 'SamsungS6_H', 'HuaweiP10_Q', 'HuaweiP20_G', 'iPhone12_M', 'XiaomiRedmiNote7_S', 'SamsungS7_I', 'iPhone12_W', 'iPhone11_B', 'HuaweiL21_D', 'OnePlusNord_O', 'iPhone11_M', 'iPhoneXR_U', 'iPhone11_C', 'XiaomiRedmiNote9S_T', 'SamsungM31_A', 'iPhone6_N', 'SamsungJ6_K')",0.8507158319253765,0.8940290881153125,0.9419894391205361,21,0,7.0,28
"('HuaweiL21_D', 'SamsungS4_C', 'OppoFindX3Neo_A', 'iPhone12_W', 'XiaomiRedmi5_J', 'GooglePixel3A_V', 'SamsungS6_H', 'HuaweiHonor9_R', 'XiaomiA2_E', 'SamsungJ6_K', 'iPhone12Pro_C', 'SamsungM31_A', 'iPhoneXR_A', 'XiaomiRedmiNote7_S', 'iPhone12_M', 'GooglePixel3A_L', 'iPhoneXR_U', 'OnePlusNord_O', 'HuaweiP10_Q', 'iPhone11_M', 'iPhone6_N', 'XiaomiRedmiNote9S_T', 'SamsungS7_I', 'iPhoneXSMax_M', 'iPhoneXR_L', 'HuaweiP20_G', 'iPhone7_X', 'iPhone11_F', 'iPhone7_F')",0.8088028853021516,0.8725649937011402,0.9472408845225715,20,0,9.0,29
"('XiaomiRedmi4_B', 'SamsungJ6_K', 'GooglePixel3A_L', 'iPhoneXR_A', 'SamsungS7_I', 'iPhoneXR_L', 'OppoFindX3Neo_A', 'XiaomiRedmiNote7_S', 'SamsungS4_C', 'iPhone11_C', 'iPhone11_M', 'iPhone7_F', 'SamsungM31_A', 'iPhone11_F', 'SamsungS6_H', 'iPhoneXR_U', 'HuaweiL21_D', 'OnePlusNord_O', 'S21Ultra_M', 'XiaomiRedmi5_J', 'iPhoneXSMax_M', 'iPhone6_N', 'iPhone11_B', 'HuaweiHonor9_R', 'HuaweiP10_Q', 'GooglePixel3A_V', 'iPhone12Pro_C', 'iPhone12_M', 'XiaomiA2_E', 'iPhone7_X')",0.8348996504629085,0.8867564993641014,0.9454817666265842,19,0,11.0,30
"('iPhone12Pro_C', 'iPhoneXR_A', 'iPhoneXSMax_M', 'HuaweiHonor9_R', 'XiaomiRedmiNote9S_T', 'HuaweiL21_D', 'XiaomiRedmi5_J', 'HuaweiP10_Q', 'iPhone11_C', 'SamsungS6_H', 'iPhoneXR_U', 'iPhone7_X', 'iPhone11_F', 'GooglePixel3A_V', 'SamsungS7_I', 'iPhone12_W', 'OppoFindX3Neo_A', 'SamsungJ6_K', 'XiaomiRedmiNote7_S', 'iPhone12_M', 'HuaweiP20_G', 'OnePlusNord_O', 'iPhoneXR_L', 'SamsungM31_A', 'iPhone6_N', 'XiaomiA2_E', 'iPhone11_B', 'GooglePixel3A_L', 'SamsungS4_C', 'S21Ultra_M', 'iPhone11_M')",0.7893498301280724,0.8612381850803265,0.9475327088835976,21,0,10.0,31
"('OnePlusNord_O', 'SamsungJ6_K', 'HuaweiL21_D', 'HuaweiP20_G', 'XiaomiA2_E', 'iPhone7_X', 'SamsungM31_A', 'SamsungS7_I', 'iPhoneXR_L', 'XiaomiRedmiNote7_S', 'SamsungS4_C', 'iPhoneXSMax_M', 'iPhone7_F', 'iPhoneXR_U', 'iPhone11_C', 'S21Ultra_M', 'iPhone12_M', 'HuaweiHonor9_R', 'XiaomiRedmi4_B', 'SamsungS6_H', 'iPhone6_N', 'HuaweiP10_Q', 'iPhone11_B', 'GooglePixel3A_L', 'XiaomiRedmi5_J', 'iPhoneXR_A', 'GooglePixel3A_V', 'iPhone12_W', 'iPhone11_F', 'XiaomiRedmiNote9S_T', 'iPhone11_M', 'OppoFindX3Neo_A')",0.8343197198489088,0.8867877139376398,0.9462976836670038,22,0,10.0,32
"('iPhone7_X', 'S21Ultra_M')",0.9999999999999997,0.7536959153091254,0.60474480070092,3,2,1.0,2
"('HuaweiP20_G', 'iPhone11_F', 'OppoFindX3Neo_A')",0.9999999999999992,0.7809574847765235,0.6406318688838819,6,1,3.0,3
"('HuaweiHonor9_R', 'iPhoneXR_A', 'HuaweiL21_D', 'SamsungM31_A')",1.0,1.0000000000000002,1.0000000000000002,3,0,1.0,4
"('iPhone7_F', 'iPhone12_W', 'iPhoneXR_U', 'GooglePixel3A_V', 'iPhone12_M')",0.6238245022098081,0.7585358887036772,0.9674516138995974,3,0,2.0,5
"('iPhone7_F', 'SamsungS4_C', 'iPhoneXR_U', 'OnePlusNord_O', 'HuaweiP20_G', 'S21Ultra_M')",0.9633938397098784,0.9293253282132862,0.8975840493670084,8,0,2.0,6
"('XiaomiRedmiNote7_S', 'iPhone7_X', 'iPhoneXR_U', 'HuaweiP10_Q', 'GooglePixel3A_V', 'iPhone11_B', 'iPhone7_F')",0.9825167197294244,0.9674191289340662,0.9527785028101635,9,0,2.0,7
"('XiaomiRedmi4_B', 'XiaomiRedmiNote9S_T', 'iPhoneXSMax_M', 'SamsungS7_I', 'iPhone7_X', 'XiaomiRedmiNote7_S', 'iPhoneXR_L', 'GooglePixel3A_V')",0.960290239409307,0.9333621786549346,0.9079031353526719,10,0,2.0,8
