,MAC Address,FSCT-1,FSCT-2,FSCT-3,FSCT-4,FSCT-5,FSCT-6,FSCT-7,FSCT-8,FSCT-9,FSCT-10,FSCT-11,FSCT-12,FSCT-13,Label
841,3e:85:50:41:4f:df,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,iPhone11_C
842,3e:87:3b:5f:90:0f,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,iPhone12_W
843,3e:8d:58:d8:7d:46,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,iPhone12_W
844,3e:90:96:d2:96:45,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,iPhone11_B
845,3e:91:b7:59:ff:06,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,iPhone12_W
846,3e:99:0b:5d:40:55,0.0,1.0,1.0,1.0,1.0,0.046324969,1.0,1.0,1.0,1.0,0.093105078,1.0,1.0,iPhone7_X
847,3e:9c:0b:18:40:b2,0.335422993,0.377285003,1.0,0.460860967,0.503397941,0.0,0.04164505,0.082628965,0.12370491,0.181112051,0.207788944,0.25160408,0.29280591,iPhone6_N
848,3e:a2:4b:2a:25:d7,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,iPhone12_W
849,3e:aa:6e:e6:3e:c9,0.0,0.041457892,0.083822966,0.101212979,1.0,0.136217833,0.153677941,1.0,0.213894844,1.0,0.254303933,1.0,1.0,GooglePixel3A_L
850,3e:ae:ba:2e:42:4c,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,iPhone11_C
851,3e:b3:fb:db:1a:d1,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,iPhone11_B
852,3e:b7:33:dc:cd:9c,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,iPhone11_C
853,3e:bd:e8:f2:c2:40,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,iPhone11_B
854,3e:c4:3e:58:0a:30,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,iPhone11_M
855,3e:c5:a7:90:e1:5d,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,iPhone12_M
856,3e:c9:c7:91:1d:b6,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,iPhone11_B
857,3e:d7:6b:50:0f:17,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,iPhone12_W
858,3e:d7:a0:3d:15:48,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,iPhone11_C
859,3e:dd:6f:68:18:5d,0.0,1.0,1.0,1.0,1.0,0.044905186,1.0,1.0,1.0,1.0,0.08989501,1.0,1.0,iPhoneXSMax_M
860,3e:e0:67:87:58:1d,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,iPhone12_W
861,3e:e8:85:38:0d:99,0.05192089,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,iPhoneXSMax_M
862,3e:ed:53:00:5d:17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,iPhone11_C
863,3e:ee:23:f2:c8:61,0.0,0.089753151,0.152315139,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,OppoFindX3Neo_A
864,3e:ef:e2:0e:d6:72,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,iPhone12_M
865,3e:f7:b1:27:e9:8b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,iPhone11_B
866,3e:fd:25:6e:f1:41,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,iPhone12_M
867,40:f3:08:d8:f3:08,14.050822973,19.230571031,4.226153135,180.178996086,280.552695036,4.43257904,1631.834926128,1.0,9.689655065,210.759570121,4.843924045,20.094480037,0.0,SamsungS4_C
868,42:00:c3:f8:1c:5d,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,iPhone11_B
869,42:0b:ac:be:0f:8c,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,iPhone12_M
870,42:19:58:6e:cb:80,0.0,1.0,1.0,1.0,1.0,0.044822931,1.0,1.0,1.0,1.0,0.089787006,1.0,1.0,iPhoneXSMax_M
871,42:1b:8a:e3:2f:67,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,iPhone12_M
872,42:26:02:0a:1c:4d,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,iPhone12_M
873,42:2f:5f:02:06:b1,0.0,0.081948042,1.0,1.0,0.300960064,0.388569117,1.0,1.0,0.580918074,0.652198077,0.730055094,0.804033995,0.908423186,XiaomiA2_E
874,42:31:cb:8d:d6:53,0.0,0.044769049,0.089812993,0.134893179,0.179828167,0.224930048,0.270269156,0.314934015,0.359914064,0.404726982,0.44978714,0.494740009,0.539704084,iPhoneXR_L
875,42:32:14:b4:fb:77,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,iPhone11_C
876,42:3b:3e:6d:2d:ab,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,iPhone12_W
877,42:3c:27:cd:6c:1c,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,iPhone12_W
878,42:44:0e:10:b6:19,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,iPhone11_M
879,42:4a:b1:18:b1:73,0.0,1.0,1.0,1.0,1.0,0.045367002,1.0,1.0,1.0,1.0,0.089577913,1.0,1.0,iPhoneXSMax_M
880,42:4a:f5:0e:0b:eb,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,iPhone11_B
881,42:4e:24:26:0f:88,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,iPhone12_W
882,42:52:e2:7f:09:7a,0.0,0.059247017,0.103579998,0.145565986,0.200452089,0.215224027,0.279541969,0.322430134,1.0,1.0,0.431129932,1.0,1.0,XiaomiRedmiNote9S_T
883,42:57:27:c3:3a:b2,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,iPhone11_C
884,42:57:36:7d:a1:df,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,iPhone12_M
885,42:5a:e0:2d:1a:74,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,iPhone12_W
886,42:6a:7f:65:e1:7f,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,iPhone11_C
887,42:6b:64:97:f7:6c,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,iPhone12_M
888,42:73:58:dc:ac:96,0.0,0.045035124,0.089589119,0.135020971,0.179943085,0.225049019,0.269870043,0.314967155,0.360039949,0.404803991,0.450077057,0.495121002,0.560066938,iPhoneXR_L
889,42:7f:b7:2d:b2:cf,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,iPhone12_W
890,42:82:20:ac:f8:91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,iPhone12_W
891,42:86:8c:00:6b:ea,0.0,0.080739021,0.162340879,0.243355989,1.0,0.403845072,1.0,1.0,1.0,0.646430015,0.726475954,1.0,1.0,SamsungM31_A
892,42:8b:74:ef:07:35,0.0,0.078949929,0.154927016,0.218751908,0.271640063,0.3154459,1.0,0.401947976,0.467823983,0.540357829,0.575517893,1.0,1.0,OppoFindX3Neo_A
893,42:8c:57:76:7d:5b,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,iPhone11_B
894,42:8c:b9:6f:53:3c,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,iPhone12_M
895,42:8e:90:3a:4e:6e,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,iPhone11_C
896,42:a0:c9:55:b2:5f,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,iPhone12_W
897,42:b1:98:56:e4:02,0.0,0.062291861,0.106676817,0.150139809,0.200514794,0.21536088,0.279662848,0.322351933,1.0,1.0,0.432502985,1.0,1.0,XiaomiRedmiNote9S_T
898,42:b3:32:09:49:b7,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,iPhone11_M
899,42:bf:f4:30:96:ca,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,iPhone12_W
900,42:c0:ef:99:37:f4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,iPhone11_B
901,42:db:cc:40:a5:ce,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,iPhone11_C
902,42:dc:3d:fa:c2:01,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.234585047,1.0,1.0,S21Ultra_M
903,42:dd:51:ce:14:1d,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,iPhone12_W
904,42:e6:d2:1a:2c:26,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,iPhone11_B
905,42:e8:e8:db:ed:20,0.0,0.024755001,0.052957058,0.074832916,0.099961042,0.124788046,0.149759054,0.174783945,0.199871063,0.225226879,0.248225927,0.272959948,0.298253059,iPhoneXR_A
906,42:e9:be:8a:a5:2c,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,iPhone11_C
907,42:eb:00:e5:f4:9c,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,iPhone11_B
908,42:ec:c6:24:d0:f5,0.0,1.0,1.0,1.0,1.0,0.046222925,1.0,1.0,1.0,1.0,0.090400934,1.0,1.0,iPhoneXSMax_M
909,42:ed:89:73:64:9a,0.0,0.041682959,0.083961964,0.101171017,1.0,0.140899897,0.18313098,1.0,0.217756033,0.23509407,0.252317905,1.0,1.0,GooglePixel3A_L
910,42:ee:04:7f:cf:56,0.0,0.063611985,0.106865883,0.150204897,0.200526953,0.216871977,0.279477835,0.322420836,0.365903855,1.0,0.428040982,1.0,1.0,XiaomiRedmiNote9S_T
911,42:ef:e5:b9:18:91,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,iPhone12_M
912,42:f5:e1:46:af:ab,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.049965143,1.0,1.0,iPhoneXR_U
913,42:f7:c4:4d:e8:2c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,iPhone12_W
914,42:fd:d6:b2:b9:0d,0.0,0.063751936,0.106549024,0.146827936,0.193080902,0.215255976,0.276443004,0.32249999,0.365875959,1.0,0.431208134,1.0,1.0,XiaomiRedmiNote9S_T
915,46:03:cc:13:21:62,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,iPhone11_M
916,46:0d:6f:9b:42:a6,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,iPhone11_C
917,46:0e:2c:94:d4:5d,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,iPhone12_W
918,46:20:c5:e8:d6:3c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,iPhone12_W
919,46:24:6f:9e:ac:df,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,iPhone12_W
920,46:25:09:6f:2d:b5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,iPhone11_M
921,46:29:d2:c2:2f:4e,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,iPhone11_M
922,46:31:55:ad:8d:fc,0.0,1.0,1.0,1.0,1.0,0.00762391,1.0,1.0,1.0,1.0,0.031047105,1.0,1.0,iPhoneXSMax_M
923,46:32:be:38:2b:ad,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,iPhone11_M
924,46:3a:5b:71:74:ee,1.0,0.0,1.0,0.047162056,0.094037056,1.0,0.141392946,0.188814878,0.236491918,0.283145904,1.0,0.330615044,0.376918077,iPhone7_F
925,46:40:44:fb:c3:bf,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,iPhone12_W
926,46:40:6b:7f:67:75,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.010892868,1.0,1.0,iPhoneXSMax_M
927,46:4d:5b:20:aa:6b,0.0,1.0,1.0,1.0,1.0,0.172764063,1.0,1.0,1.0,1.0,0.431166172,1.0,1.0,S21Ultra_M
928,46:51:13:64:da:2a,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,iPhone12_W
929,46:55:2a:52:ec:8f,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,iPhone12_W
930,46:55:af:78:86:01,0.090026855,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,iPhoneXSMax_M
931,46:55:bf:74:3b:65,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,iPhone12_M
932,46:5b:ce:ef:fc:bf,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,iPhone12_W
933,46:68:3e:53:db:b2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,iPhone12_M
934,46:6f:7d:99:5b:f1,0.0,1.0,1.0,1.0,1.0,0.071457862,1.0,1.0,1.0,1.0,0.090915918,1.0,1.0,iPhoneXR_U
935,46:74:30:9f:8d:b0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,iPhone11_M
936,46:75:53:9f:d6:1e,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,iPhone12_W
937,46:7a:a4:ed:47:77,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,iPhone11_B
938,46:7b:d2:68:4a:a7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,iPhone12_M
939,46:7c:f5:7b:dd:8e,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,iPhone12_W
940,46:83:96:f1:53:22,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,XiaomiRedmiNote9S_T
941,46:87:51:06:b3:cb,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,iPhone12_W
942,46:89:5b:5d:0c:66,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,iPhone12_M
943,46:8b:d0:40:42:dd,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,iPhone11_B
944,46:8e:ab:97:d5:1e,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,iPhone11_B
945,46:90:dc:c0:db:ff,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,iPhone12_W
946,46:91:6d:1d:03:ae,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,iPhone11_B
947,46:98:10:52:fd:c4,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,iPhone11_B
948,46:9a:b6:9a:44:7c,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,iPhone11_B
949,46:a7:fe:a2:6a:a9,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,iPhone11_B
950,46:b7:9e:8c:02:71,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,iPhone12_M
951,46:b8:53:4b:82:85,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,iPhone11_M
952,46:bb:c2:5e:05:5c,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,iPhone11_B
953,46:c1:bd:b9:e7:8c,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,iPhone12_W
954,46:c9:08:ef:6c:bd,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,iPhone12_M
955,46:c9:7d:ef:44:67,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,iPhone12_W
956,46:d3:8d:2d:e5:ca,1.0,0.0,0.075377941,0.087440013,0.132494926,1.0,0.171503782,0.2163949,0.261290789,0.306401968,1.0,0.351169825,0.396504879,iPhoneXR_L
957,46:d3:ca:55:17:46,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,iPhone11_M
958,46:d7:39:cb:c2:15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,iPhone12_W
959,46:df:10:33:e0:ec,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,iPhone12_W
960,46:e4:13:04:63:8c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,iPhone12_W
961,46:e5:38:40:77:14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,iPhone11_B
962,46:f4:be:50:39:7a,0.0,0.08057189,0.160917044,0.241225004,1.0,0.485760927,1.0,0.702656031,1.0,0.783073902,0.863787889,1.0,1.0,SamsungM31_A
963,4a:00:af:41:31:b7,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,iPhone12_W
964,4a:01:01:c8:ed:7c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,iPhone11_B
965,4a:06:af:12:45:33,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,iPhone11_F
966,4a:08:97:d4:96:5f,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,iPhone11_C
967,4a:09:c0:37:b9:a3,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,iPhone12_W
968,4a:0a:79:7e:1b:a6,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,iPhone12_W
969,4a:0c:49:40:c6:bf,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,iPhone11_C
970,4a:0c:93:37:e2:56,0.337152958,0.399354935,1.0,0.463730812,0.509105921,0.0,0.042061806,0.084106922,0.126174927,0.169314861,0.232887984,0.253362894,0.29466486,iPhone6_N
971,4a:0f:ad:3b:83:45,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,iPhone12_W
972,4a:16:6d:6a:09:f7,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,iPhone11_M
973,4a:19:3d:6b:58:f4,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,iPhone11_C
974,4a:1c:05:a6:55:4b,0.0,1.0,1.0,1.0,1.0,0.057904959,1.0,1.0,1.0,1.0,0.090704918,1.0,1.0,iPhoneXR_U
975,4a:1d:17:d4:cb:5e,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,iPhone12_M
976,4a:1e:1d:9c:9e:f9,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,iPhone12_W
977,4a:24:19:20:b1:12,0.0,0.022383213,0.044671058,1.0,1.0,0.121221065,1.0,1.0,0.16607809,0.18366003,0.205852031,0.227956056,0.245530128,GooglePixel3A_V
978,4a:29:c4:b8:5f:7e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,iPhone12_W
979,4a:2a:1d:0b:19:d0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,iPhone12_W
980,4a:2c:51:87:c5:b7,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,iPhone12_W
981,4a:2c:75:92:5a:8a,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,iPhone12_W
982,4a:2e:37:fd:30:b2,0.0,1.0,0.039749146,1.0,1.0,0.068554163,1.0,1.0,0.105490208,0.115394116,0.126704215,0.140388012,0.150358201,GooglePixel3A_L
983,4a:32:30:3b:7b:49,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,iPhone11_C
984,4a:35:81:60:aa:3e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,iPhone12_W
985,4a:3a:e6:1f:c1:cb,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,iPhone11_B
986,4a:3a:ec:8a:d4:4a,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,iPhone12_W
987,4a:3b:48:28:39:b8,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,iPhone11_M
988,4a:3c:01:59:c2:9f,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,iPhone11_C
989,4a:4d:e2:86:98:9d,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,iPhone12_W
990,4a:54:84:a4:20:d8,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,iPhone12_W
991,4a:54:8e:ed:4d:bd,0.0,0.064547062,0.104451179,0.149424076,0.189249038,0.214709043,0.279059171,1.0,1.0,1.0,0.430519104,1.0,1.0,XiaomiRedmiNote9S_T
992,4a:58:c0:e3:e3:0c,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,iPhone12_W
993,4a:6c:2b:2a:a6:2c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,iPhone11_B
994,4a:6e:ac:d6:9a:98,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.044717074,1.0,1.0,iPhoneXR_U
995,4a:76:d0:eb:f8:a0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,iPhone11_B
996,4a:7b:64:78:70:12,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,iPhone12_W
997,4a:7d:c1:24:3e:04,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,iPhone11_B
998,4a:81:05:63:53:4f,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,iPhone11_C
999,4a:85:cc:01:6c:b4,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,iPhone12_W
1000,4a:97:2a:ad:96:86,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,iPhone12_W
1001,4a:97:b4:e8:52:cc,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,iPhone6_N
1002,4a:9b:77:db:6d:46,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,iPhone12_W
1003,4a:9d:b5:0d:38:18,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,iPhone11_B
1004,4a:9e:03:db:08:ab,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,iPhone11_B
1005,4a:9e:65:6a:90:5f,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,iPhone11_C
1006,4a:a1:33:0f:29:2e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,iPhone11_B
1007,4a:a5:5d:7b:03:47,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,iPhone11_F
1008,4a:a6:2f:a9:32:a6,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,iPhone11_B
1009,4a:a7:5b:25:ed:ce,0.0,0.080227137,0.160526037,0.240727186,1.0,0.439602137,1.0,0.599985123,1.0,0.642445087,0.722699165,1.0,1.0,SamsungM31_A
1010,4a:ab:aa:4e:25:26,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,iPhone11_M
1011,4a:ad:3f:35:da:43,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,iPhone11_C
