,Timestamp,MAC Address,Channel,DS Channel,HT Capabilities,Extended Capabilities,Vendor Specific Tags,SSID,Supported Rates,Extended Supported Rates,VHT Capabilities,HE Capabilities,Length,Label,Length NO SSID
0,2023-05-20 13:52:01.864465952,d2:6b:aa:b5:fb:ed,1,1.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
1,2023-05-20 13:52:01.884716034,d2:6b:aa:b5:fb:ed,1,1.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
2,2023-05-20 13:52:01.910542011,d2:6b:aa:b5:fb:ed,6,6.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
3,2023-05-20 13:52:01.930788994,d2:6b:aa:b5:fb:ed,6,6.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
4,2023-05-20 13:52:01.968745947,d2:6b:aa:b5:fb:ed,11,11.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
5,2023-05-20 13:52:01.988718033,d2:6b:aa:b5:fb:ed,11,11.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
6,2023-05-20 13:52:02.014693975,d2:6b:aa:b5:fb:ed,11,13.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
7,2023-05-20 13:52:02.034972906,d2:6b:aa:b5:fb:ed,11,13.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
8,2023-05-20 13:53:21.379010916,d2:6b:aa:b5:fb:ed,1,1.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
9,2023-05-20 13:53:21.399264097,d2:6b:aa:b5:fb:ed,1,1.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
10,2023-05-20 13:53:21.424992085,d2:6b:aa:b5:fb:ed,6,6.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
11,2023-05-20 13:53:21.445048094,d2:6b:aa:b5:fb:ed,6,6.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
12,2023-05-20 13:53:21.445053101,d2:6b:aa:b5:fb:ed,1,6.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
13,2023-05-20 13:53:21.473128080,d2:6b:aa:b5:fb:ed,11,11.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
14,2023-05-20 13:53:21.493326902,d2:6b:aa:b5:fb:ed,11,11.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
15,2023-05-20 13:53:21.518873930,d2:6b:aa:b5:fb:ed,11,13.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
16,2023-05-20 13:53:21.539213896,d2:6b:aa:b5:fb:ed,11,13.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
17,2023-05-20 13:55:13.290200949,d2:6b:aa:b5:fb:ed,1,1.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
18,2023-05-20 13:55:13.310168982,d2:6b:aa:b5:fb:ed,1,1.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
19,2023-05-20 13:55:13.335951090,d2:6b:aa:b5:fb:ed,6,6.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
20,2023-05-20 13:55:13.356513023,d2:6b:aa:b5:fb:ed,6,6.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
21,2023-05-20 13:55:13.382523060,d2:6b:aa:b5:fb:ed,11,11.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
22,2023-05-20 13:55:13.402745008,d2:6b:aa:b5:fb:ed,11,11.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
23,2023-05-20 13:55:13.428498030,d2:6b:aa:b5:fb:ed,11,13.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
24,2023-05-20 13:55:13.448745966,d2:6b:aa:b5:fb:ed,11,13.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
25,2023-05-20 13:56:41.838958979,d2:6b:aa:b5:fb:ed,1,1.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
26,2023-05-20 13:56:41.859405041,d2:6b:aa:b5:fb:ed,1,1.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
27,2023-05-20 13:56:41.884994984,d2:6b:aa:b5:fb:ed,6,6.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
28,2023-05-20 13:56:41.905385971,d2:6b:aa:b5:fb:ed,6,6.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
29,2023-05-20 13:56:41.905390024,d2:6b:aa:b5:fb:ed,11,6.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
30,2023-05-20 13:56:41.931523085,d2:6b:aa:b5:fb:ed,11,11.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
31,2023-05-20 13:56:41.951771975,d2:6b:aa:b5:fb:ed,11,11.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
32,2023-05-20 13:56:41.977469921,d2:6b:aa:b5:fb:ed,11,13.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
33,2023-05-20 13:56:41.997720957,d2:6b:aa:b5:fb:ed,11,13.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
34,2023-05-20 13:59:27.809272051,d2:6b:aa:b5:fb:ed,1,1.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
35,2023-05-20 13:59:27.829556942,d2:6b:aa:b5:fb:ed,1,1.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
36,2023-05-20 13:59:27.855154037,d2:6b:aa:b5:fb:ed,6,6.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
37,2023-05-20 13:59:27.875535965,d2:6b:aa:b5:fb:ed,6,6.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
38,2023-05-20 13:59:27.901571989,d2:6b:aa:b5:fb:ed,11,11.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
39,2023-05-20 13:59:27.921793938,d2:6b:aa:b5:fb:ed,11,11.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
40,2023-05-20 13:59:27.953712940,d2:6b:aa:b5:fb:ed,11,13.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
41,2023-05-20 13:59:27.967684984,d2:6b:aa:b5:fb:ed,11,13.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
42,2023-05-20 14:02:32.508940935,d2:6b:aa:b5:fb:ed,1,1.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
43,2023-05-20 14:02:32.529084921,d2:6b:aa:b5:fb:ed,1,1.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
44,2023-05-20 14:02:32.529089928,d2:6b:aa:b5:fb:ed,6,1.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
45,2023-05-20 14:02:32.555169106,d2:6b:aa:b5:fb:ed,6,6.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
46,2023-05-20 14:02:32.575370073,d2:6b:aa:b5:fb:ed,6,6.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
47,2023-05-20 14:02:32.601337910,d2:6b:aa:b5:fb:ed,11,11.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
48,2023-05-20 14:02:32.621587038,d2:6b:aa:b5:fb:ed,11,11.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
49,2023-05-20 14:02:32.647234917,d2:6b:aa:b5:fb:ed,11,13.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
50,2023-05-20 14:02:32.667534113,d2:6b:aa:b5:fb:ed,11,13.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
51,2023-05-20 14:04:02.814366102,d2:6b:aa:b5:fb:ed,1,1.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
52,2023-05-20 14:04:02.814369917,d2:6b:aa:b5:fb:ed,6,1.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
53,2023-05-20 14:04:02.834621906,d2:6b:aa:b5:fb:ed,1,1.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
54,2023-05-20 14:04:02.860302925,d2:6b:aa:b5:fb:ed,6,6.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
55,2023-05-20 14:04:02.880542994,d2:6b:aa:b5:fb:ed,6,6.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
56,2023-05-20 14:04:02.906698942,d2:6b:aa:b5:fb:ed,11,11.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
57,2023-05-20 14:04:02.926999092,d2:6b:aa:b5:fb:ed,11,11.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
58,2023-05-20 14:04:02.952681065,d2:6b:aa:b5:fb:ed,11,13.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
59,2023-05-20 14:04:02.972904921,d2:6b:aa:b5:fb:ed,11,13.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
60,2023-05-20 14:05:28.742808104,d2:6b:aa:b5:fb:ed,1,1.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
61,2023-05-20 14:05:28.763057947,d2:6b:aa:b5:fb:ed,1,1.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
62,2023-05-20 14:05:28.788556099,d2:6b:aa:b5:fb:ed,6,6.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
63,2023-05-20 14:05:28.788558006,d2:6b:aa:b5:fb:ed,11,6.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
64,2023-05-20 14:05:28.809031010,d2:6b:aa:b5:fb:ed,6,6.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
65,2023-05-20 14:05:28.835199118,d2:6b:aa:b5:fb:ed,11,11.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
66,2023-05-20 14:05:28.855333090,d2:6b:aa:b5:fb:ed,11,11.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
67,2023-05-20 14:05:28.881124020,d2:6b:aa:b5:fb:ed,11,13.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
68,2023-05-20 14:05:28.901391983,d2:6b:aa:b5:fb:ed,11,13.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
69,2023-05-20 14:07:09.581697941,d2:6b:aa:b5:fb:ed,1,1.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
70,2023-05-20 14:07:09.602155924,d2:6b:aa:b5:fb:ed,1,1.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
71,2023-05-20 14:07:09.627676010,d2:6b:aa:b5:fb:ed,6,6.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
72,2023-05-20 14:07:09.647907019,d2:6b:aa:b5:fb:ed,6,6.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
73,2023-05-20 14:07:09.673912048,d2:6b:aa:b5:fb:ed,11,11.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
74,2023-05-20 14:07:09.694181919,d2:6b:aa:b5:fb:ed,11,11.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
75,2023-05-20 14:07:09.719881058,d2:6b:aa:b5:fb:ed,11,13.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
76,2023-05-20 14:07:09.740210056,d2:6b:aa:b5:fb:ed,11,13.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
77,2023-05-20 14:09:50.874416113,d2:6b:aa:b5:fb:ed,1,1.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
78,2023-05-20 14:09:50.894664049,d2:6b:aa:b5:fb:ed,1,1.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
79,2023-05-20 14:09:50.920387030,d2:6b:aa:b5:fb:ed,6,6.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
80,2023-05-20 14:09:50.940634012,d2:6b:aa:b5:fb:ed,6,6.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
81,2023-05-20 14:09:50.966659069,d2:6b:aa:b5:fb:ed,11,11.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
82,2023-05-20 14:09:50.987065077,d2:6b:aa:b5:fb:ed,11,11.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
83,2023-05-20 14:09:51.012589931,d2:6b:aa:b5:fb:ed,11,13.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
84,2023-05-20 14:09:51.032826900,d2:6b:aa:b5:fb:ed,11,13.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
85,2023-05-20 15:34:39.948973894,d2:6b:aa:b5:fb:ed,1,1.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
86,2023-05-20 15:34:39.969183922,d2:6b:aa:b5:fb:ed,1,1.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
87,2023-05-20 15:34:39.995021105,d2:6b:aa:b5:fb:ed,6,6.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
88,2023-05-20 15:34:40.050934076,d2:6b:aa:b5:fb:ed,11,11.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
89,2023-05-20 15:34:40.071803093,d2:6b:aa:b5:fb:ed,11,11.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
90,2023-05-20 15:34:40.097237110,d2:6b:aa:b5:fb:ed,11,13.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
91,2023-05-20 15:34:40.117510080,d2:6b:aa:b5:fb:ed,11,13.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
92,2023-05-20 15:36:58.716859102,d2:6b:aa:b5:fb:ed,1,1.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
93,2023-05-20 15:36:58.737062931,d2:6b:aa:b5:fb:ed,1,1.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
94,2023-05-20 15:36:58.762891054,d2:6b:aa:b5:fb:ed,6,6.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
95,2023-05-20 15:36:58.783318996,d2:6b:aa:b5:fb:ed,6,6.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
96,2023-05-20 15:36:58.809401989,d2:6b:aa:b5:fb:ed,11,11.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
97,2023-05-20 15:36:58.829651117,d2:6b:aa:b5:fb:ed,11,11.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
98,2023-05-20 15:36:58.895558119,d2:6b:aa:b5:fb:ed,11,13.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
99,2023-05-20 15:38:31.178571939,d2:6b:aa:b5:fb:ed,1,1.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
100,2023-05-20 15:38:31.198932886,d2:6b:aa:b5:fb:ed,1,1.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
101,2023-05-20 15:38:31.224673033,d2:6b:aa:b5:fb:ed,6,6.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
102,2023-05-20 15:38:31.273825884,d2:6b:aa:b5:fb:ed,11,11.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
103,2023-05-20 15:38:31.293809891,d2:6b:aa:b5:fb:ed,11,11.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
104,2023-05-20 15:38:31.319674969,d2:6b:aa:b5:fb:ed,11,13.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
105,2023-05-20 15:38:31.339955091,d2:6b:aa:b5:fb:ed,11,13.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
106,2023-05-20 15:40:14.197472095,d2:6b:aa:b5:fb:ed,1,1.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
107,2023-05-20 15:40:14.217796087,d2:6b:aa:b5:fb:ed,1,1.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
108,2023-05-20 15:40:14.267643929,d2:6b:aa:b5:fb:ed,6,6.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
109,2023-05-20 15:40:14.287864923,d2:6b:aa:b5:fb:ed,6,6.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
110,2023-05-20 15:40:14.314022064,d2:6b:aa:b5:fb:ed,11,11.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
111,2023-05-20 15:40:14.334036112,d2:6b:aa:b5:fb:ed,11,11.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
112,2023-05-20 15:40:14.359925032,d2:6b:aa:b5:fb:ed,11,13.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
113,2023-05-20 15:40:14.380182028,d2:6b:aa:b5:fb:ed,11,13.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
114,2023-05-20 15:42:25.146225929,d2:6b:aa:b5:fb:ed,1,1.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
115,2023-05-20 15:42:25.166377068,d2:6b:aa:b5:fb:ed,1,1.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
116,2023-05-20 15:42:25.192281961,d2:6b:aa:b5:fb:ed,6,6.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
117,2023-05-20 15:42:25.212503910,d2:6b:aa:b5:fb:ed,6,6.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
118,2023-05-20 15:45:01.948159933,d2:6b:aa:b5:fb:ed,1,1.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
119,2023-05-20 15:45:01.968368053,d2:6b:aa:b5:fb:ed,1,1.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
120,2023-05-20 15:45:01.994143963,d2:6b:aa:b5:fb:ed,6,6.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
121,2023-05-20 15:45:02.014211893,d2:6b:aa:b5:fb:ed,6,6.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
122,2023-05-20 15:45:02.040452003,d2:6b:aa:b5:fb:ed,11,11.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
123,2023-05-20 15:45:02.060724974,d2:6b:aa:b5:fb:ed,11,11.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
124,2023-05-20 15:45:02.086376905,d2:6b:aa:b5:fb:ed,11,13.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
125,2023-05-20 15:45:02.106627941,d2:6b:aa:b5:fb:ed,11,13.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
126,2023-05-20 15:47:18.377998114,d2:6b:aa:b5:fb:ed,1,1.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
127,2023-05-20 15:47:18.398010969,d2:6b:aa:b5:fb:ed,1,1.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
128,2023-05-20 15:47:18.423813105,d2:6b:aa:b5:fb:ed,1,6.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
129,2023-05-20 15:47:18.423818111,d2:6b:aa:b5:fb:ed,6,6.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
130,2023-05-20 15:47:18.444046974,d2:6b:aa:b5:fb:ed,6,6.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
131,2023-05-20 15:47:18.490583897,d2:6b:aa:b5:fb:ed,11,11.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
132,2023-05-20 15:47:18.516041993,d2:6b:aa:b5:fb:ed,11,13.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
133,2023-05-20 15:47:18.536308050,d2:6b:aa:b5:fb:ed,11,13.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
134,2023-05-20 15:48:43.826137066,d2:6b:aa:b5:fb:ed,6,6.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
135,2023-05-20 15:48:43.846462011,d2:6b:aa:b5:fb:ed,6,6.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
136,2023-05-20 15:48:43.872562885,d2:6b:aa:b5:fb:ed,11,11.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
137,2023-05-20 15:48:43.892827988,d2:6b:aa:b5:fb:ed,11,11.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
138,2023-05-20 15:48:43.918458939,d2:6b:aa:b5:fb:ed,11,13.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
139,2023-05-20 15:48:43.938791990,d2:6b:aa:b5:fb:ed,11,13.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
140,2023-05-20 15:50:42.867307901,d2:6b:aa:b5:fb:ed,1,1.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
141,2023-05-20 15:50:42.887532949,d2:6b:aa:b5:fb:ed,1,1.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
142,2023-05-20 15:50:42.915167093,d2:6b:aa:b5:fb:ed,6,6.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
143,2023-05-20 15:50:42.935517073,d2:6b:aa:b5:fb:ed,6,6.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
144,2023-05-20 15:50:42.967622042,d2:6b:aa:b5:fb:ed,11,11.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
145,2023-05-20 15:50:43.005747080,d2:6b:aa:b5:fb:ed,11,13.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
146,2023-05-20 15:50:43.025973082,d2:6b:aa:b5:fb:ed,11,13.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
147,2023-05-20 15:53:07.444777966,d2:6b:aa:b5:fb:ed,1,1.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
148,2023-05-20 15:53:07.468377113,d2:6b:aa:b5:fb:ed,6,6.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
149,2023-05-20 15:53:07.488621950,d2:6b:aa:b5:fb:ed,6,6.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
150,2023-05-20 15:53:07.514611006,d2:6b:aa:b5:fb:ed,11,11.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
151,2023-05-20 15:53:07.534975051,d2:6b:aa:b5:fb:ed,11,11.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
152,2023-05-20 15:53:07.560695887,d2:6b:aa:b5:fb:ed,11,13.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
153,2023-05-20 15:53:07.580779076,d2:6b:aa:b5:fb:ed,11,13.0,6,17,-1,-1,2,0,-1,62,135,iPhone12Pro_C,135
154,2023-05-20 13:29:58.574080944,2a:0f:75:4d:a3:04,1,1.0,7,15,56,-1,2,0,-1,16,193,S21Ultra_M,193
155,2023-05-20 13:29:58.574084044,2a:0f:75:4d:a3:04,1,1.0,7,15,56,-1,2,0,-1,16,193,S21Ultra_M,193
156,2023-05-20 13:29:58.814193010,2a:0f:75:4d:a3:04,6,6.0,7,15,56,-1,2,0,-1,16,193,S21Ultra_M,193
157,2023-05-20 13:29:58.814196110,2a:0f:75:4d:a3:04,6,6.0,7,15,56,-1,2,0,-1,16,193,S21Ultra_M,193
158,2023-05-20 13:29:59.015255928,2a:0f:75:4d:a3:04,11,11.0,7,15,56,-1,2,0,-1,16,193,S21Ultra_M,193
159,2023-05-20 13:29:59.035473108,2a:0f:75:4d:a3:04,11,11.0,7,15,56,-1,2,0,-1,16,193,S21Ultra_M,193
160,2023-05-20 13:29:59.735061884,42:dc:3d:fa:c2:01,6,6.0,7,15,56,-1,2,0,-1,16,193,S21Ultra_M,193
161,2023-05-20 13:29:59.969646931,42:dc:3d:fa:c2:01,11,11.0,7,15,56,-1,2,0,-1,16,193,S21Ultra_M,193
162,2023-05-20 13:30:12.133038997,de:37:be:ce:b0:96,1,1.0,7,15,56,-1,2,0,-1,16,193,S21Ultra_M,193
163,2023-05-20 13:30:12.134586096,de:37:be:ce:b0:96,1,1.0,7,15,56,-1,2,0,-1,16,193,S21Ultra_M,193
164,2023-05-20 13:30:12.373050928,de:37:be:ce:b0:96,6,6.0,7,15,56,-1,2,0,-1,16,193,S21Ultra_M,193
165,2023-05-20 13:30:12.374358892,de:37:be:ce:b0:96,6,6.0,7,15,56,-1,2,0,-1,16,193,S21Ultra_M,193
166,2023-05-20 13:30:12.613080025,de:37:be:ce:b0:96,11,11.0,7,15,56,-1,2,0,-1,16,193,S21Ultra_M,193
167,2023-05-20 13:30:12.614137888,de:37:be:ce:b0:96,11,11.0,7,15,56,-1,2,0,-1,16,193,S21Ultra_M,193
168,2023-05-20 13:31:30.511498927,be:5a:ac:0d:d9:5b,1,1.0,7,15,56,-1,2,0,-1,33,193,S21Ultra_M,193
169,2023-05-20 13:31:30.551881075,be:5a:ac:0d:d9:5b,1,1.0,7,15,56,-1,2,0,-1,33,193,S21Ultra_M,193
170,2023-05-20 13:31:30.684163094,be:5a:ac:0d:d9:5b,6,6.0,7,15,56,-1,2,0,-1,33,193,S21Ultra_M,193
171,2023-05-20 13:31:30.724215031,be:5a:ac:0d:d9:5b,6,6.0,7,15,56,-1,2,0,-1,33,193,S21Ultra_M,193
172,2023-05-20 13:31:30.942150116,be:5a:ac:0d:d9:5b,11,11.0,7,15,56,-1,2,0,-1,33,193,S21Ultra_M,193
173,2023-05-20 13:31:30.982795954,be:5a:ac:0d:d9:5b,11,11.0,7,15,56,-1,2,0,-1,33,193,S21Ultra_M,193
174,2023-05-20 13:32:12.090456963,7a:17:6d:d8:55:fc,1,1.0,7,15,56,-1,2,0,-1,16,193,S21Ultra_M,193
175,2023-05-20 13:32:12.323338032,7a:17:6d:d8:55:fc,6,6.0,7,15,56,-1,2,0,-1,16,193,S21Ultra_M,193
176,2023-05-20 13:32:12.343487978,7a:17:6d:d8:55:fc,6,6.0,7,15,56,-1,2,0,-1,16,193,S21Ultra_M,193
177,2023-05-20 13:32:12.553004980,7a:17:6d:d8:55:fc,11,11.0,7,15,56,-1,2,0,-1,16,193,S21Ultra_M,193
178,2023-05-20 13:32:12.573843956,7a:17:6d:d8:55:fc,11,11.0,7,15,56,-1,2,0,-1,16,193,S21Ultra_M,193
179,2023-05-20 13:34:10.510909081,8e:63:65:40:f5:da,1,1.0,7,15,56,-1,2,0,-1,33,193,S21Ultra_M,193
180,2023-05-20 13:34:10.551431894,8e:63:65:40:f5:da,1,1.0,7,15,56,-1,2,0,-1,33,193,S21Ultra_M,193
181,2023-05-20 13:34:10.683506966,8e:63:65:40:f5:da,6,6.0,7,15,56,-1,2,0,-1,33,193,S21Ultra_M,193
